episode no#prod no#title#directed by#written by#original airdate uk
3 - 01#67#the black book#michael truman#philip broadley#september 30 , 1965
3 - 02#66#a very dangerous game#don chaffey#ralph smart and david stone#october 7 , 1965
3 - 03#65#sting in the tail#peter yates#philip broadley#october 14 , 1965
3 - 04#62#you are not in any trouble , are you#don chaffey#philip broadley#october 21 , 1965
3 - 05#70#loyalty always pays#peter yates#david stone#october 28 , 1965
3 - 06#64#the mercenaries#don chaffey#ralph smart#november 4 , 1965
3 - 07#68#judgement day#don chaffey#donald jonson story by michael j bird#november 11 , 1965
3 - 08#63#the outcast#michael truman#donald jonson#november 18 , 1965
3 - 09#69#english lady takes lodgers#michael truman#david stone#november 25 , 1965
3 - 10#71#are you going to be more permanent#don chaffey#philip broadley#december 2 , 1965
3 - 11#72#to our best friend#patrick mcgoohan#ralph smart#december 9 , 1965
3 - 12#73#the man on the beach#peter yates#philip broadley#december 16 , 1965
3 - 13#75#say it with flowers#peter yates#jacques gillies#december 23 , 1965
3 - 14#74#the man who wouldn't talk#michael truman#donald jonson and ralph smart#december 30 , 1965
3 - 15#76#someone is liable to get hurt#michael truman#philip broadley#january 6 , 1966
3 - 16#77#dangerous secret#stuart burge#ralph smart and donald jonson#january 13 , 1966
3 - 17#78#i can only offer you sherry#george pollock#ralph smart#january 20 , 1966
3 - 18#79#the hunting party#pat jackson#philip broadley#january 27 , 1966
3 - 19#80#two birds with one bullet#peter yates#jesse lasky and pat silver#march 10 , 1966
3 - 20#81#i am afraid you have the wrong number#george pollock#ralph smart#march 17 , 1966
3 - 21#82#the man with the foot#jeremy summers#raymond bowers#march 24 , 1966
3 - 22#83#the paper chase#patrick mcgoohan#philip broadley and ralph smart#march 31 , 1966
