date#opponent#score#loss#save#attendance#record
april 2#athletics#5 - 4#mecir (0 - 1)#sasaki (1)#45911#1 - 0
april 3#athletics#1 - 5#halama (0 - 1)#-#27212#1 - 1
april 4#athletics#10 - 2#heredia (0 - 1)#-#31382#2 - 1
april 6#rangers#9 - 7 (10)#zimmerman (0 - 1)#sasaki (2)#34684#3 - 1
april 7#rangers#6 - 5#davis (0 - 1)#sasaki (3)#41651#4 - 1
april 8#rangers#4 - 5#paniagua (0 - 1)#crabtree (2)#44306#4 - 2
april 10#athletics#5 - 1#heredia (0 - 2)#sasaki (4)#14880#5 - 2
april 11#athletics#3 - 0#mecir (0 - 2)#sasaki (5)#16652#6 - 2
april 12#athletics#7 - 3#hudson (1 - 1)#-#15414#7 - 2
april 13#angels#3 - 4#sasaki (0 - 1)#-#31087#7 - 3
april 14#angels#2 - 1#valdez (0 - 1)#sasaki (6)#34780#8 - 3
april 15#angels#7 - 5#hasegawa (1 - 1)#nelson (1)#20733#9 - 3
april 16#rangers#9 - 7#glynn (0 - 3)#-#45657#10 - 3
april 17#rangers#6 - 4#helling (0 - 3)#sasaki (7)#34536#11 - 3
april 18#rangers#6 - 8#tomko (0 - 1)#zimmerman (1)#48823#11 - 4
april 19#angels#3 - 2#valdez (0 - 2)#sasaki (8)#25016#12 - 4
april 20#angels#4 - 1#rapp (0 - 3)#sasaki (9)#39274#13 - 4
april 21#angels#5 - 2#washburn (0 - 2)#nelson (2)#39274#14 - 4
april 22#angels#5 - 0#ortiz (2 - 2)#-#44192#15 - 4
april 24#yankees#7 - 5#stanton (1 - 1)#sasaki (10)#29522#16 - 4
april 25#yankees#7 - 5#pettitte (3 - 2)#sasaki (11)#23684#17 - 4
april 26#yankees#7 - 3#mussina (1 - 3)#rhodes (1)#30218#18 - 4
april 27#white sox#8 - 3#baldwin (0 - 1)#sasaki (12)#16276#19 - 4
april 28#white sox#8 - 5#biddle (1 - 1)#sasaki (13)#25542#20 - 4
april 29#white sox#1 - 2 (14)#franklin (2 - 1)#-#25442#20 - 5
