district#incumbent#party#first elected#result#candidates
georgia 1#charles gordon edwards#democratic#1924#re - elected#charles gordon edwards (d) unopposed
georgia 2#edward e cox#democratic#1924#re - elected#edward e cox (d) unopposed
georgia 3#charles r crisp#democratic#1912#re - elected#charles r crisp (d) unopposed
georgia 4#william c wright#democratic#1918#re - elected#william c wright (d) unopposed
georgia 5#william d upshaw#democratic#1918#lost renomination democratic hold#leslie jasper steele (d) unopposed
georgia 6#samuel rutherford#democratic#1924#re - elected#samuel rutherford (d) unopposed
georgia 7#gordon lee#democratic#1904#retired democratic hold#malcolm c tarver (d) unopposed
georgia 8#charles h brand#democratic#1916#re - elected#charles h brand (d) unopposed
georgia 9#thomas montgomery bell#democratic#1904#re - elected#thomas montgomery bell (d) unopposed
georgia 10#carl vinson#democratic#1914#re - elected#carl vinson (d) unopposed
georgia 11#william c lankford#democratic#1918#re - elected#william c lankford (d) unopposed
