year#category#character#for the show#result
2003#favourite patni#prerna basu#kasautii zindagii kay#nominated
2003#favourite beti#prerna basu#kasautii zindagii kay#nominated
2003#favourite jodi (paired with cezanne khan )#prerna basu#kasautii zindagii kay#won
2003#favourite bahu#prerna basu#kasautii zindagii kay#nominated
2004#favourite maa#prerna basu#kasautii zindagii kay#won
2004#favourite bahu#prerna basu#kasautii zindagii kay#won
2005#favourite maa#prerna basu#kasautii zindagii kay#won
2006#favourite saas#prerna basu#kasautii zindagii kay#nominated
2006#favourite maa#prerna basu#kasautii zindagii kay#won
2007#favourite maa#prerna basu#kasautii zindagii kay#won
2007#favourite jodi (paired with cezanne khan )#prerna basu'#kasautii zindagii kay#nominated
2007#favourite patni#prerna basu#kasautii zindagii kay#nominated
2008#spl honour for immense work for star plus#prerna basu#kasautii zindagii kay#won
