week#date#opponent#result#attendance
1#september 10 , 1967#new york jets#w 20 - 17#45748
2#september 17 , 1967#houston oilers#l 20 - 3#41384
3#september 24 , 1967#boston patriots#l 23 - 0#45748
4#october 1 , 1967#san diego chargers#l 37 - 17#39310
5#october 8 , 1967#denver broncos#w 17 - 16#35188
6#october 15 , 1967#oakland raiders#l 24 - 20#45758
8#october 29 , 1967#houston oilers#l 10 - 3#30060
9#november 5 , 1967#miami dolphins#w 35 - 13#31622
10#november 12 , 1967#new york jets#l 20 - 10#62671
11#november 19 , 1967#denver broncos#l 21 - 20#30891
12#november 26 , 1967#miami dolphins#l 17 - 14#27050
13#december 3 , 1967#kansas city chiefs#l 23 - 13#41943
14#december 9 , 1967#boston patriots#w 44 - 16#20627
16#december 24 , 1967#oakland raiders#l 28 - 21#30738
