city#country#region#iata#icao#airport
changde#china#east asia#cgd#zgcd#changde airport
changsha#china#east asia#csx#zgha#changsha huanghua international airport
chongqing#china#east asia#ckg#zuck#chongqing jiangbei international airport
dalian#china#east asia#dlc#zytl#dalian zhoushuizi international airport
guangzhou#china#east asia#can#zggg#guangzhou baiyun international airport
guilin#china#east asia#kwl#zgkl#guilin liangjiang international airport
haikou#china#east asia#hak#zjhk#haikou meilan international airport
hangzhou#china#east asia#hgh#zshc#hangzhou xiaoshan international airport
hong kong#hong kong#east asia#hkg#vhhh#hong kong international airport
macau#macau#east asia#mfm#vmmc#macau international airport
nanjing#china#east asia#nkg#zsnj#nanjing lukou international airport
qingdao#china#east asia#tao#zsqd#qingdao liuting international airport
sanya#china#east asia#syx#zgsy#sanya phoenix international airport
shanghai#china#east asia#sha#zsss#shanghai hongqiao international airport
shenyang#china#east asia#she#zytx#shenyang taoxian international airport
shenzhen#china#east asia#szx#zgsz#shenzhen bao'an international airport
tianjin#china#east asia#tsn#zbtj#tianjin binhai international airport
wuhan#china#east asia#wuh#zhhh#wuhan tianhe international airport
xi'an#china#east asia#xiy#zlxy#xi'an xianyang international airport
xiamen#china#east asia#xmn#zsam#xiamen gaoqi international airport
zhengzhou#china#east asia#cgo#zhcc#zhengzhou xinzheng international airport
