no in series#no in season#title#directed by#written by#original airdate#us viewers (millions)
71#1#shalom#william webb#donald p bellisario and john kelley#september 19 , 2006#13.80
72#2#escaped#dennis smith#steven d binder and christopher silber#september 26 , 2006#14.12
73#3#singled out#terrence o'hara#david north#october 3 , 2006#15.89
74#4#faking it#thomas j wright#shane brennan#october 10 , 2006#15.86
75#5#dead and unburied#colin bucksey#nell scovell#october 17 , 2006#15.92
76#6#witch hunt#james whitmore , jr#steven kriozere#october 31 , 2006#15.94
77#7#sandblast#dennis smith#robert palm#november 7 , 2006#15.44
78#8#once a hero#thomas j wright#shane brennan#november 14 , 2006#15.80
79#9#twisted sister#terrence o'hara#steven d binder#november 21 , 2006#17.00
80#10#smoked#dennis smith#john kelley and robert palm#november 28 , 2006#17.96
81#11#driven#dennis smith#richard arthur , john kelley and nell scovell#december 12 , 2006#17.39
82#12#suspicion#colin bucksey#shane brennan#january 16 , 2007#15.95
83#13#sharif returns#terrence o'hara#steven d binder#january 23 , 2007#14.83
84#14#blowback#thomas j wright#shane brennan , david north and christopher silber#february 6 , 2007#16.16
85#15#friends and lovers#dennis smith#john kelley#february 13 , 2007#15.36
86#16#dead man walking#colin bucksey#nell scovell#february 20 , 2007#15.90
87#17#skeletons#james whitmore , jr#jesse stern#february 27 , 2007#16.16
88#18#iceman#thomas j wright#shane brennan#march 20 , 2007#15.69
89#19#grace period#james whitmore , jr#john kelley#april 3 , 2007#13.79
90#20#cover story#dennis smith#david north#april 10 , 2007#14.38
91#21#brothers in arms#martha mitchell#steven d binder#april 24 , 2007#14.17
92#22#in the dark#thomas j wright#steven d binder#may 1 , 2007#13.83
93#23#trojan horse#terrence o'hara#shane brennan and donald bellisario#may 8 , 2007#13.88
