date#venue#opponents#score#comp
2004 - 02 - 13#birkerød#fc københavn#1 - 4#friendly
2004 - 02 - 25#skytteholms ip#västerås sk#1 - 3#friendly
2004 - 02 - 28#skytteholms ip#fc café opera#0 - 0#friendly
2004 - 03 - 05#nrgi park#ob#1 - 3#friendly
2004 - 03 - 07#nrgi park#agf#0 - 2#friendly
2004 - 03 - 13#abra - hallen#rosenborg#0 - 5#friendly
2004 - 03 - 17#portugal#portimonense#2 - 1#friendly
2004 - 03 - 24#alcochete#sporting cp#2 - 1#friendly
2004 - 03 - 27#graningevallen#fc flora#5 - 0#friendly
2004 - 03 - 31#graningevallen#assyriska#0 - 2#friendly
2004 - 06 - 16#gammliavallen#umeå fc#2 - 0#friendly
2004 - 06 - 23#domnarvsvallen#ik brage#6 - 0#friendly
2004 - 06 - 29#norrtälje#aab aalborg#5 - 4#friendly
2004 - 11 - 24#graningevallen#ik frej#2 - 0#friendly
