date#episode#performer 1#performer 2#performer 3#performer 4
28 july 1995#1#greg proops#colin mochrie#niall ashdown#ryan stiles
4 august 1995#2#greg proops#mike mcshane#ryan stiles#tony slattery
11 august 1995#3#stephen frost#colin mochrie#ryan stiles#tony slattery
18 august 1995#4#colin mochrie#ryan stiles#caroline quentin#tony slattery
25 august 1995#5#greg proops#mike mcshane#ryan stiles#tony slattery
1 september 1995#6#mike mcshane#colin mochrie#ryan stiles#tony slattery
8 september 1995#7#stephen frost#eddie izzard#greg proops#ryan stiles
15 september 1995#8#stephen frost#josie lawrence#colin mochrie#ryan stiles
22 september 1995#9#josie lawrence#caroline quentin#colin mochrie#ryan stiles
29 september 1995#10#stephen frost#josie lawrence#colin mochrie#ryan stiles
6 october 1995#11#compilation 1#compilation 1#compilation 1#compilation 1
13 october 1995#12#compilation 2#compilation 2#compilation 2#compilation 2
