pole position#fastest lap#winning driver#winning team#report
jonathan bomarito#carl skerlong#simona de silvestro#newman wachs racing#report
james hinchcliffe#douglas soares#james hinchcliffe#forsythe pettit racing#report
junior strous#junior strous#junior strous#condor motorsports#report
james hinchcliffe#david garza pérez#jonathan bomarito#mathiasen motorsports#report
carl skerlong#carl skerlong#jonathan summerton#newman wachs racing#report
dane cameron#tõnis kasemets#jonathan bomarito#mathiasen motorsports#report
jonathan bomarito#dane cameron#jonathan summerton#newman wachs racing#report
jonathan bomarito#jonathan summerton#jonathan bomarito#mathiasen motorsports#report
carl skerlong#carl skerlong#carl skerlong#pacific coast motorsports#report
markus niemelä#carl skerlong#markus niemelä#brooks associates racing#report
jonathan summerton#jr hildebrand#markus niemelä#brooks associates racing#report
