district#incumbent#party#first elected#result#candidates
florida 1#joe scarborough#republican#1994#re - elected#joe scarborough (r) 72.54% kevin beck (d) 27.42%
florida 4#tillie fowler#republican#1992#re - elected#tillie fowler (r) unopposed
florida 5#karen thurman#democratic#1992#re - elected#karen thurman (d) 61.68% dave gentry (r) 38.32%
florida 6#cliff stearns#republican#1988#re - elected#cliff stearns (r) 67.18% newell o'brien (d) 32.82%
florida 7#john mica#republican#1992#re - elected#john mica (r) 62.04% george stuart (d) 37.93%
florida 8#bill mccollum#republican#1980#re - elected#bill mccollum (r) 67.47% al krulick (d) 32.52%
florida 10#bill young#republican#1970#re - elected#bill young (r) 66.61% henry green (d) 33.39%
florida 11#sam gibbons#democratic#1962#retired democratic hold#jim davis (d) 57.91% mark sharpe (r) 42.09%
florida 12#charles canady#republican#1992#re - elected#charles canady (r) 61.57% mike canady (d) 38.43%
florida 13#dan miller#republican#1992#re - elected#dan miller (r) 64.34% sanford gordon (d) 35.60%
florida 14#porter goss#republican#1988#re - elected#porter goss (r) 73.49% jim nolan (d) 26.51%
florida 16#mark foley#republican#1994#re - elected#mark foley (r) 64% jim stuber (d) 36%
florida 17#carrie meek#democratic#1992#re - elected#carrie meek (d) 88.75% wellington rolle (r) 11.24%
florida 18#ileana ros - lehtinen#republican#1989#re - elected#ileana ros - lehtinen (r) unopposed
florida 20#peter deutsch#democratic#1992#re - elected#peter deutsch (d) 64.99% jim jacobs (r) 35.01%
florida 21#lincoln diaz - balart#republican#1992#re - elected#lincoln diaz - balart (r) unopposed
