element#nuclide#z ( p )#n ( n )#isotopic mass ( u )
beryllium#9 be#4#5#9.012 182 (3)
fluorine#19 f#9#10#18.998 403 2 (5)
sodium#23 na#11#12#22.989 770 (2)
aluminium#27 al#13#14#26.981 538 (2)
phosphorus#31 p#15#16#30.973 761 (2)
scandium#45 sc#21#24#44.955 910 (8)
manganese#55 mn#25#30#54.938 049 (9)
cobalt#59 co#27#32#58.933 200 (9)
arsenic#75 as#33#42#74.921 60 (2)
yttrium#89 y#39#50#88.905 85 (2)
niobium#93 nb#41#52#92.906 38 (2)
rhodium#103 rh#45#58#102.905 50 (2)
iodine#127 i#53#74#126.904 47 (3)
caesium#133 cs#55#78#132.905 45 (2)
praseodymium#141 pr#59#82#140.907 65 (2)
terbium#159 tb#65#94#158.925 34 (2)
holmium#165 ho#67#98#164.930 32 (2)
thulium#169 tm#69#100#168.934 21 (2)
gold#197 au#79#118#196.966 55 (2)
bismuth#209 bi#83#126#208.980 38 (2)
thorium#232 th#90#142#232.038 1 (1)
protactinium#231 pa#91#140#231.035 88 (2)
