episode#season#title#writer (s)#director#originalairdate
14#2#mutation city#glenn leopold#robert alvarez#september 10 , 1994
15#2#a bright and shiny future#glenn leopold#robert alvarez#september 17 , 1994
16#2#when mutilor strikes#lance falk#robert alvarez#september 24 , 1994
17#2#razor 's edge#mark saraceni#robert alvarez#october 29 , 1994
18a#2#cry turmoil#lance falk#robert alvarez#november 5 , 1994
18b#2#swat kats unplugged#glenn leopold#robert alvarez#november 5 , 1994
19#2#the deadly pyramid#glenn leopold#robert alvarez#november 12 , 1994
20#2#caverns of horror#glenn leopold#robert alvarez#november 19 , 1994
21a#2#volcanus erupts!#glenn leopold#robert alvarez#november 26 , 1994
21b#2#the origin of dr viper#glenn leopold#robert alvarez#november 26 , 1994
22#2#the dark side of the swat kats#jim katz#robert alvarez#december 10 , 1994
