place#player#country#score#to par
1#tim simpson#united states#66 + 69 = 135#- 9
2#jeff sluman#united states#66 + 70 = 136#- 8
3#mike donald#united states#67 + 70 = 137#- 7
4#mark brooks#united states#68 + 70 = 138#- 6
t5#hale irwin#united states#69 + 70 = 139#- 5
t5#scott simpson#united states#66 + 73 = 139#- 5
t7#billy ray brown#united states#69 + 71 = 140#- 4
t7#jim gallagher , jr#united states#71 + 69 = 140#- 4
t7#john huston#united states#68 + 72 = 140#- 4
t7#ian woosnam#wales#70 + 70 = 140#- 4
