no in series#no in season#title#director#writer (s)#original air date#production code
33#1#much ado about everything#nancy malone#charles pratt , jr#september 8 , 1993#2393033
34#2#a long night 's journey#charles correll#frank south#september 15 , 1993#2393034
35#3#revenge#james frawley#darren star#september 22 , 1993#2393035
36#4#fire power#barbara amato#kimberly costello#september 29 , 1993#2393036
37#5#of bikes and men#james whitmore , jr#allison robbins#october 6 , 1993#2393037
38#6#hot and bothered#paul lazarus#dee johnson#october 13 , 1993#2393038
39#7#flirting with disaster#bethany rooney#charles pratt , jr#october 20 , 1993#2393039
40#8#no bed of roses#nancy malone#frank south#october 27 , 1993#2393040
41#9#married to it#james frawley#darren star#november 3 , 1993#2393041
42#10#the tangled web#chip chalmers#charles pratt , jr#november 10 , 1993#2393042
43#11#collision course#richard lang#frank south#november 17 , 1993#2393043
44#12#cold turkey#paul lazarus#kimberly costello#november 24 , 1993#2393044
45#13#duet for one#victoria hochberg#allison robbins#december 1 , 1993#2393045
46#14#strange bedfellows#nancy malone#dee johnson#december 15 , 1993#2393046
47#15#under the mistletoe#chip chalmers#charles pratt , jr#december 22 , 1993#2393047
48#16#reunion blues#jefferson kibbee#frank south#january 5 , 1994#2393048
49#17#michael 's game#marty pasetta#darren star#january 12 , 1994#2393049
50#18#arousing suspicions#steve dubin#kimberly costello#january 26 , 1994#2393050
51#19#the young men and the sea#charles correll#allison robbins#february 2 , 1994#2393051
52#20#parting glances#bethany rooney#dee johnson#february 9 , 1994#2393052
53#21#swept away#nancy malone#charles pratt , jr#february 16 , 1994#2393053
54#22#with this ball and chain#jefferson kibbee#frank south#february 23 , 1994#2393054
55#23#otherwise engaged#chip chalmers#darren star#march 2 , 1994#2393055
56#24#love , mancini style#charles correll#charles pratt , jr#march 16 , 1994#2393056
57#25#the two mrs mancinis#marty pasetta#allison robbins#march 23 , 1994#2393057
58#26#in bed with the enemy#parker stevenson#stevie stern#april 6 , 1994#2393058
59#27#psycho - therapy#charles correll#kimberly costello#april 20 , 1994#2393059
60#28#the bitch is back#nancy malone#frank south#april 27 , 1994#2393060
61#29#imperfect strangers#chip chalmers#dee johnson#may 4 , 1994#2393061
62#30#devil with the g - string on#paul lazarus#charles pratt , jr#may 11 , 1994#2393062
63#31#till death do us part (1)#chip chalmers#darren star & frank south#may 18 , 1994#2393063a
