season#year#wins#draws#losses#regular season standing#final standing
01#1995#2#0#20#20th from 20#20th (last)
02#1996#6#0#15#17th from 20#17th
03#1997#5#2#11#10th from 10#10th (last)
04#1998#9#0#15#16th from 20#16th
05#1999#4#1#19#16th from 17#16th
06#2000#7#0#19#14th from 14#14th (last)
07#2001#6#2#18#13th from 14#13th
08#2002#8#0#16#11th from 15#11th
09#2003#10#0#14#11th from 15#11th
10#2004#12#1#11#7th from 15#preliminary finalists
11#2005#14#0#10#5th from 15#runners - up
12#2006#11#0#13#9th from 15#9th
13#2007#15#0#9#3rd from 16#preliminary finalists
14#2008#5#0#19#15th of 16#15th
15#2009#11#0#13#12th of 16#12th
16#2010#5#0#18#15th of 16#15th
