year#under - 11#under - 13#under - 15#under - 17#under - 19
1999#unknown#unknown#unknown#jacqui inward#leong siu lynn
2000#was not played#emery maine#lily lorentzen#lauren mccrery#michelle quibell
2001#was not played#emily park#alisha turner#jennifer blumberg#ruchika kumar
2002#was not played#emily park#rebecca dudley#britt hebden#emma beddoes
2003#was not played#laura gemmell#emily park#neha kumar#lily lorentzen
2004#was not played#olivia blatchford#emily park#kristen lange#jenna gates
2005#was not played#skyler bouchard#laura gemmell#emily park#neha kumar
2006#was not played#amy smedira#vidya rajan#laura gemmel#kristen lange
2007#reeham sedky#claudia regio#amanda sobhy#salma nassar#laura gemmell
2008#helen teegan#reeham sedky#maria elena ubina#amanda sobhy#laura gemmell
2009#elena wagenmans#reeham sedky#olivia fiechter#maria elena ubina#olivia blatchford
2010#elena wagenmans#helen teegan#reeham sedky#olivia fiechter#amanda sobhy
2011#jamila abul enin#malak fayed#reeham sedky#sue ann yong#maria elena ubina
