pos#mark#athlete#venue#date
1#2.43 m (7ft11½in)#javier sotomayor ( cub )#budapest#4 march 1989
2#2.42 m (7ft11¼in)#carlo thränhardt ( frg )#berlin#26 february 1988
3#2.41 m (7ft10¾in)#patrik sjöberg ( swe )#piraeus#1 february 1987
4#2.40 m (7ft10¼in)#hollis conway ( usa )#seville#10 march 1991
4#2.40 m (7ft10¼in)#stefan holm ( swe )#madrid#6 march 2005
4#2.40 m (7ft10¼in)#ivan ukhov ( rus )#athens#25 february 2009
7#2.39 m (7ft10in)#dietmar mögenburg ( frg )#cologne#24 february 1985
7#2.39 m (7ft10in)#ralf sonn ( ger )#berlin#1 march 1991
9#2.38 m (7ft9½in)#igor paklin ( ussr )#indianapolis#7 march 1987
9#2.38 m (7ft9½in)#hennadiy avdyeyenko ( ussr )#indianapolis#7 march 1987
9#2.38 m (7ft9½in)#steve smith ( gbr )#wuppertal#4 february 1994
9#2.38 m (7ft9½in)#wolf - hendrik beyer ( ger )#weinheim#18 march 1994
9#2.38 m (7ft9½in)#sorin matei ( rom )#wuppertal#3 february 1995
9#2.38 m (7ft9½in)#matt hemingway ( usa )#atlanta#4 march 2000
9#2.38 m (7ft9½in)#yaroslav rybakov ( rus )#stockholm#15 february 2005
9#2.38 m (7ft9½in)#linus thörnblad ( swe )#gothenburg#25 february 2007
