player#position#school#hometown#college
cody kessler#quarterback#centennial high school#bakersfield , california#southern california
mike bellamy#running back#charlotte high school#punta gorda , florida#clemson
aaron green#running back#madison high school#san antonio , texas#nebraska
nick o'leary#tight end#dwyer high school#west palm beach , florida#florida state
trey metoyer#wide receiver#whitehouse high school#whitehouse , texas#oklahoma
charone peake#wide receiver#dorman high school#roebuck , south carolina#clemson
matt freeman#offensive line#cooper high school#abilene , texas#texas state
ryne reeves#offensive line#crete high school#crete , nebraska#nebraska
kiaro holts#offensive line#warren central high school#indianapolis , indiana#north carolina
brey cook#offensive line#har - ber high school#springdale , arkansas#arkansas
michael bennett#offensive line#centerville high school#centerville , ohio#ohio state
