series#season#title#director#writer (s)#airdate
79#1#crack - up#ted post#john meston#september 14 , 1957
80#2#gun for chester#louis king#john meston#september 21 , 1957
81#3#blood money#louis king#john meston#september 28 , 1957
82#4#kitty 's outlaw#andrew v mclaglen#john meston#october 5 , 1957
83#5#potato road#ted post#john meston#october 12 , 1957
84#6#jesse#andrew v mclaglen#john meston#october 19 , 1957
85#7#mavis mccloud#buzz kulik#kathleen hite#october 26 , 1957
86#8#born to hang#buzz kulik#john meston#november 2 , 1957
87#9#romeo#ted post#john meston#november 9 , 1957
88#10#never pester chester#richard whorf#john meston#november 16 , 1957
89#11#fingered#james sheldon#john meston#november 23 , 1957
90#12#how to kill a woman#john rich#john meston#november 30 , 1957
92#14#doc 's reward#richard whorf#john meston#december 14 , 1957
93#15#kitty lost#ted post#john meston#december 21 , 1957
94#16#twelfth night#john rich#john meston#december 28 , 1957
95#17#joe phy#ted post#john meston#january 4 , 1958
96#18#buffalo man#ted post#john meston#january 11 , 1958
97#19#kitty caught#richard whorf#john meston#january 18 , 1958
98#20#claustrophobia#ted post#john meston#january 25 , 1958
99#21#ma tennis#buzz kulik#john meston#february 1 , 1958
100#22#sunday supplement#richard whorf#john meston#february 8 , 1958
101#23#wild west#richard whorf#john meston#february 15 , 1958
102#24#the cabin#john rich#john meston#february 22 , 1958
103#25#dirt#ted post#sam peckinpah#march 1 , 1958
104#26#dooley surrenders#john rich#john meston#march 8 , 1958
105#27#joke 's on us#ted post#john meston#march 15 , 1958
106#28#bottleman#john rich#john meston#march 22 , 1958
107#29#laughing gas#ted post#james fonda#march 29 , 1958
108#30#texas cowboys#john rich#john meston#april 5 , 1958
109#31#amy 's good deed#john rich#kathleen hite#april 12 , 1958
110#32#hanging man#john rich#john meston#april 19 , 1958
112#34#the big con#john rich#john meston#may 3 , 1958
113#35#widow 's mite#ted post#john meston#may 10 , 1958
114#36#chester 's hanging#ted post#john meston#may 17 , 1958
115#37#carmen#ted post#john meston#may 24 , 1958
116#38#overland express#seymour berns#john meston#may 31 , 1958
