date#visitor#score#home#decision#attendance#record
february 1#california#3 - 3#philadelphia#favell#6386#21 - 19 - 8
february 3#chicago#3 - 5#philadelphia#parent#14646#22 - 19 - 8
february 4#toronto#1 - 4#philadelphia#favell#14646#23 - 19 - 8
february 7#philadelphia#1 - 4#montreal#parent#14026#23 - 20 - 8
february 10#philadelphia#2 - 1#st louis#favell#13112#24 - 20 - 8
february 11#philadelphia#3 - 2#minnesota#favell#15154#25 - 20 - 8
february 14#philadelphia#0 - 4#california#parent#3069#25 - 21 - 8
february 16#philadelphia#1 - 7#los angeles#parent#9867#25 - 22 - 8
february 18#philadelphia#1 - 3#new york#favell#17250#25 - 23 - 8
february 21#philadelphia#1 - 1#pittsburgh#favell#9198#25 - 23 - 9
february 22#minnesota#3 - 7#philadelphia#favell#14392#26 - 23 - 9
february 25#pittsburgh#2 - 1#philadelphia#favell#14418#26 - 24 - 9
february 29#los angeles#3 - 1#philadelphia#favell#9115#26 - 25 - 9
