official name#status#area km 2#population#census ranking
wakefield#parish#196.42#2703#1079 of 5008
kent#parish#839.79#2361#1184 of 5008
woodstock#parish#197.45#2148#1258 of 5008
brighton#parish#508.30#1834#1402 of 5008
wicklow#parish#195.50#1753#1441 of 5008
northampton#parish#243.31#1599#1537 of 5008
richmond#parish#258.82#1414#1666 of 5008
peel#parish#113.12#1257#1779 of 5008
wilmot#parish#191.43#1143#1888 of 5008
aberdeen#parish#447.91#959#2105 of 5008
simonds#parish#75.54#489#3044 of 5008
