year#rider#country#distance#pacing#velodrome
1894#constant huret#france#736.946 km#tandem paced#vélodrome buffalo
1895#constant huret#france#829.498 km#tandem paced#vélodrome buffalo
1896#gaston rivierre#france#859.120 km#tandem paced#vélodrome buffalo
1897#lucien stein#france#764.826 km#tandem paced#vélodrome buffalo
1898#constant huret#france#852.468 km#triplet paced#roubaix vélodrome
1899#albert walters#great britain#1020.977 km#electric tandem paced#parc des princes vélodrome
1900#mathieu cordang#netherlands#956.775 km#triplet paced#vélodrome de vincennes
1902#constant huret#france#779.488 km#tandem paced#vélodrome buffalo
1903#léon georget#france#847.803 km#tandem paced#vélodrome buffalo
1904#lucien petit - breton#france#852.000 km#tandem paced#vélodrome buffalo
1905#arthur vanderstuyft#belgium#943.666 km#tandem paced#vélodrome d'hiver
1906#rené pottier#france#925.290 km#tandem paced#vélodrome buffalo
1907#léon georget#france#904.420 km#tandem paced#vélodrome buffalo
1908#léon georget#france#973.666 km#tandem paced#vélodrome d'hiver
1909#léon georget#france#845.700 km#tandem paced#vélodrome buffalo
1910#léon georget#france#923.300 km#tandem paced#vélodrome buffalo
1911#léon georget#france#915.160 km#tandem paced#vélodrome buffalo
1912#léon georget#france#951.750 km#tandem paced#vélodrome d'hiver
1913#léon georget#france#909.984 km#tandem paced#vélodrome d'hiver
1919#léon georget#france#924.680 km#tandem paced#vélodrome d'hiver
1924#oscar egg#switzerland#936.325 km#tandem paced#vélodrome buffalo
1925#honoré barthélémy#france#1035.114 km#tandem paced#bordeaux vélodrome
1927#honoré barthélémy#france#924.500 km#tandem paced#vélodrome buffalo
1928#hubert opperman#australia#950.060 km#tandem paced#vélodrome buffalo
1950#fiorenzo magni#italy#867.609 km#derny paced#vélodrome d'hiver
