game#date#opponent#score#location#record
47#fri feb 1#kansas city kings#142 - 123#boston garden#38 - 9
48#sat feb 2#washington bullets#97 - 91#capital centre#39 - 9
49#tue feb 5#chicago bulls#110 - 106#chicago stadium#40 - 9
50#wed feb 6#cleveland cavaliers#113 - 108#boston garden#41 - 9
51#tue feb 12#portland trail blazers#103 - 111#memorial coliseum#41 - 10
52#thu feb 14#seattle supersonics#110 - 94#seattle center coliseum#42 - 10
53#fri feb 15#golden state warriors#107 - 100#oakland alameda county coliseum arena#43 - 10
54#sun feb 17#los angeles lakers#111 - 117#the forum#43 - 11
55#mon feb 18#utah jazz#110 - 94#salt palace#44 - 11
56#wed feb 20#denver nuggets#129 - 132#mcnichols sports arena#44 - 12
57#fri feb 22#chicago bulls#115 - 105#hartford civic center#45 - 12
58#sun feb 24#indiana pacers#113 - 110#market square arena#46 - 12
59#wed feb 27#san antonio spurs#111 - 102#boston garden#47 - 12
