year#place#gold#silver#bronze
1966#wiesbaden#eulalia zakrzewska ( pol )#margaret thompson ( usa )#ferencne kun ( hun )
1970#phoenix#desanka perovic ( yug )#ann de vos ( rsa )#margareta gustafsson ( swe )
1974#thun#margaret murdock ( usa )#christina gustafsson ( swe )#nonka shatarova ( bul )
1978#seoul#sue ann sandusky ( usa )#dominique esnault ( fra )#karen monez ( usa )
1982#caracas#sirpa yloenen ( fin )#yvonne hill ( aus )#svetlana komaristova ( urs )
1986#suhl#eva forian ( hun )#nonka matova ( bul )#roxana lamasanu ( rom )
1990#moscow#iryna shylava ( urs )#valentina cherkasova ( urs )#lessia leskiv ( urs )
1994#milan#petra horneber ( ger )#beth herzman ( usa )#nieves fernandez ( esp )
1998#barcelona#marina bobkova ( rus )#xian wang ( chn )#elizabeth bourland ( usa )
2002#lahti#olga dovgun ( kaz )#xian wang ( chn )#natallia kalnysh ( ukr )
2006#zagreb#olga dovgun ( kaz )#hanne skarpodde ( nor )#varvara kovalenko ( kaz )
2010#munich#tejaswini sawant ( ind )#joanna nowakowska ( pol )#olga dovgun ( kaz )
