date#opponent#score#loss#attendance#record
august 1#pirates#3 - 0#meadows (0 - 1)#19075#49 - 59
august 2#cubs#6 - 4 (12)#santos (0 - 1)#38493#49 - 60
august 3#cubs#2 - 1#clement (8 - 8)#39385#50 - 60
august 4#cubs#4 - 1#chacón (5 - 8)#38474#50 - 61
august 6#reds#7 - 6#moehler (2 - 3)#32780#51 - 61
august 7#reds#7 - 2#hamilton (3 - 7)#32483#52 - 61
august 8#reds#10 - 3#haynes (12 - 7)#30218#53 - 61
august 9#cubs#2 - 0#zambrano (2 - 3)#41131#54 - 61
august 10#cubs#15 - 1#chacón (5 - 9)#45474#54 - 62
august 11#cubs#12 - 9#stark (7 - 3)#37016#54 - 63
august 12#marlins#1 - 0#burnett (11 - 9)#5090#55 - 63
august 13#marlins#5 - 4#núñez (5 - 5)#4729#56 - 63
august 14#marlins#1 - 0#santos (0 - 2)#4746#56 - 64
august 16#braves#4 - 1#chacón (5 - 10)#30504#56 - 65
august 17#braves#10 - 3#marquis (8 - 7)#46104#57 - 65
august 18#braves#6 - 3#maddux (11 - 5)#30399#58 - 65
august 19#braves#7 - 6#jiménez (2 - 8)#24568#58 - 66
august 20#expos#8 - 6#vázquez (8 - 10)#28278#59 - 66
august 21#expos#13 - 5#chacón (5 - 11)#27916#59 - 67
august 22#expos#14 - 6#armas (8 - 11)#27231#60 - 67
august 23#mets#10 - 4#astacio (11 - 7)#29110#61 - 67
august 24#mets#5 - 2#jiménez (2 - 9)#35178#61 - 68
august 25#mets#7 - 4#neagle (7 - 8)#27386#61 - 69
august 26#giants#4 - 3#jones (1 - 3)#26877#61 - 70
august 27#giants#7 - 4#jones (1 - 4)#26592#61 - 71
august 28#giants#9 - 1#jennings (15 - 6)#27080#61 - 72
august 29#giants#10 - 6#hampton (7 - 14)#26330#61 - 73
august 30#padres#2 - 0#neagle (7 - 9)#15987#61 - 74
august 31#padres#3 - 0#cook (0 - 1)#31043#61 - 75
