date#episode#performer 1#performer 2#performer 3#performer 4
1 july 1994#1#stephen frost#colin mochrie#ryan stiles#tony slattery
8 july 1994#2#josie lawrence#ryan stiles#greg proops#mike mcshane
15 july 1994#3#stephen frost#colin mochrie#ryan stiles#tony slattery
22 july 1994#4#mike mcshane#greg proops#ryan stiles#tony slattery
29 july 1994#5#josie lawrence#stephen frost#ryan stiles#tony slattery
5 august 1994#6#stephen frost#colin mochrie#ryan stiles#tony slattery
12 august 1994#7#josie lawrence#rory bremner#tony slattery#mike mcshane
19 august 1994#8#greg proops#chip esten#ryan stiles#tony slattery
26 august 1994#9#greg proops#colin mochrie#ryan stiles#tony slattery
2 september 1994#10#compilation 1#compilation 1#compilation 1#compilation 1
9 september 1994#11#compilation 2#compilation 2#compilation 2#compilation 2
