year#date#winner#result#loser#attendance#location
1980#sunday , september 7#green bay packers#12 - 6#chicago bears#54381#green bay
1980#sunday , december 7#chicago bears#61 - 7#green bay packers#57176#chicago
1981#sunday , september 6#green bay packers#16 - 9#chicago bears#62411#chicago
1981#sunday , november 15#green bay packers#21 - 17#chicago bears#55338#green bay
1983#sunday , december 4#green bay packers#31 - 28#chicago bears#51147#green bay
1983#sunday , december 18#chicago bears#23 - 21#green bay packers#35807#chicago
1984#sunday , september 16#chicago bears#9 - 7#green bay packers#55942#green bay
1984#sunday , december 9#green bay packers#20 - 14#chicago bears#59374#chicago
1985#monday , october 21#chicago bears#23 - 7#green bay packers#65095#chicago
1985#sunday , november 3#chicago bears#16 - 10#green bay packers#56895#green bay
1986#monday , september 22#chicago bears#25 - 12#green bay packers#55527#green bay
1986#sunday , november 23#chicago bears#12 - 10#green bay packers#59291#chicago
1987#sunday , november 8#chicago bears#26 - 24#green bay packers#53320#green bay
1987#sunday , november 29#chicago bears#23 - 10#green bay packers#61638#chicago
1988#sunday , september 25#chicago bears#24 - 6#green bay packers#56492#green bay
1988#sunday , november 27#chicago bears#16 - 0#green bay packers#62026#chicago
1989#sunday , november 5#green bay packers#14 - 13#chicago bears#56556#green bay
1989#sunday , december 17#green bay packers#40 - 28#chicago bears#44781#chicago
