position#jersey#name#height (cm)#weight (kg)#birthdate#birthplace#19992000 team#nhl rights
g#29#rick dipietro#185#95#september 19 , 1981#winthrop , massachusetts#boston university ( ecac )#new york islanders
g#30#philippe sauve#183#79#february 27 , 1980#buffalo , new york#hull olympiques ( qmjhl )#colorado avalanche
d#5#patrick aufiero#188#93#july 1 , 1980#winchester , massachusetts#boston university ( ecac )#new york rangers
d#2#ron hainsey#191#95#march 24 , 1981#bolton , connecticut#university of massachusetts lowell ( he )#montreal canadiens
d#22#doug janik#188#95#march 26 , 1980#agawam , massachusetts#university of maine ( he )#buffalo sabres
d#6#jeff jillson#191#102#july 24 , 1980#north smithfield , rhode island#university of michigan ( ecac )#san jose sharks
d#4#jordan leopold#185#91#august 3 , 1980#golden valley , minnesota#university of minnesota ( wcha )#mighty ducks of anaheim
d#3#brooks orpik#188#99#september , 26 1980#san francisco , california#boston college ( he )#pittsburgh penguins
d#10#mike stuart#183#91#august 31 , 1980#rochester , minnesota#colorado college ( wcha )#nashville predators
f#15#dan cavanaugh#188#88#march 3 , 1980#springfield , massachusetts#boston university ( ecac )#calgary flames
f#9#connor dunlop#178#84#january 5 , 1981#st louis , missouri#notre dame ( ccha )#undrafted
f#25#patrick foley#185#100#january 24 , 1981#milton , massachusetts#university of new hampshire ( he )#pittsburgh penguins
f#18#adam hall#191#94#august 14 , 1980#kalamazoo , michigan#michigan state university ( ccha )#nashville predators
f#27#barrett heisten#185#88#march 19 , 1980#anchorage , alaska#university of maine ( he )#buffalo sabres
f#11#brett henning#185#91#may 7 , 1980#huntington , new york#notre dame ( ccha )#new york islanders
f#19#andy hilbert#180#88#february 6 , 1981#howell , michigan#university of michigan ( ecac )#boston bruins
f#21#david inman#185#84#june 13 , 1980#new york#notre dame ( ccha )#new york rangers
f#7#willie levesque#183#82#january 22 , 1980#oak bluffs , massachusetts#northeastern university ( he )#san jose sharks
f#26#brett nowak#188#89#may 20 , 1981#new haven , connecticut#harvard university ( ecac )#boston bruins
f#16#john sabo#173#75#september 4 , 1981#harding township , new jersey#boston university ( ecac )#undrafted
f#23#jeff taffe#191#94#february 19 , 1981#hastings , minnesota#university of minnesota ( wcha )#st louis blues
f#8#brad winchester#196#103#march 1 , 1981#madison , wisconsin#university of wisconsin ( wcha )#edmonton oilers
