date#opponent#score#loss#attendance#record#arena#points
march 3#senators#3 - 1#gerber (24 - 12 - 2)#17174#38 - 23 - 7#honda center#83
march 5#blackhawks#3 - 0#giguere (31 - 17 - 5)#16666#38 - 24 - 7#united center#83
march 6#avalanche#1 - 0#hiller (5 - 5 - 1)#18007#38 - 25 - 7#pepsi center#83
march 9#canadiens#3 - 1#price (16 - 11 - 3)#17174#39 - 25 - 7#honda center#85
march 11#coyotes#3 - 2#giguere (32 - 17 - 6)#14683#39 - 25 - 8#jobingcom arena#86
march 12#canucks#4 - 1#luongo (31 - 21 - 9)#17174#40 - 25 - 8#honda center#88
march 15#blues#5 - 2#legace (24 - 23 - 8)#17174#41 - 25 - 8#honda center#90
march 19#stars#2 - 1#turco (30 - 19 - 4)#18584#42 - 25 - 8#american airlines center#92
march 21#sharks#2 - 1#hiller (6 - 6 - 1)#17496#42 - 26 - 8#hp pavilion at san jose#92
march 22#coyotes#2 - 1#bryzgalov (25 - 20 - 4)#17645#43 - 26 - 8#jobingcom arena#94
march 26#kings#2 - 1#ersberg (4 - 3 - 3)#17331#44 - 26 - 8#honda center#96
march 28#sharks#3 - 1#hiller (8 - 7 - 1)#17334#44 - 27 - 8#honda center#96
march 30#stars#3 - 2#turco (31 - 20 - 6)#17174#45 - 27 - 8#honda center#98
