date#tournament#surface#opponent in final#score in final
19 may 1986#rome , italy#clay#ivan lendl#7 - 5 , 4 - 6 , 6 - 1 , 6 - 1
20 april 1987#nice , france#clay#kent carlsson#7 - 6 (7) , 6 - 3
15 june 1987#bologna , italy#clay#kent carlsson#6 - 2 , 6 - 1
7 march 1988#indian wells , us#hard#boris becker#7 - 5 , 6 - 4 , 2 - 6 , 6 - 4
13 june 1988#bologna , italy#clay#alberto mancini#7 - 5 , 7 - 6 (4)
8 august 1988#kitzbühel , austria#clay#kent carlsson#6 - 1 , 6 - 1 , 4 - 6 , 4 - 6 , 6 - 3
31 july 1989#hilversum , netherlands#clay#karel nováček#6 - 2 , 6 - 4
2 october 1989#bordeaux , france#clay#ivan lendl#6 - 2 , 6 - 2
19 may 1991#schenectady , united states#hard#michael stich#6 - 2 , 6 - 4
30 september 1991#palermo , italy#clay#frédéric fontang#1 - 6 , 6 - 3 , 6 - 3
5 october 1992#palermo , italy#clay#sergi bruguera#6 - 1 , 6 - 3
1 november 1993#santiago , chile#clay#javier frana#7 - 5 , 3 - 6 , 6 - 3
