outcome#date#tournament#surface#partner#opponents in the final#score
winner#8 august 2004#timișoara , romania#clay#horia tecău#marius călugăru ciprian petre porumb#6 - 3 , 6 - 3
runner - up#21 august 2004#samarkand , uzbekistan#clay#sebastian fitz#jean - françois bachelot melle van gemerden#2 - 6 , 6 - 3 , 1 - 6
winner#9 october 2004#rome 2 , italy#clay#werner eschauer#francesco aldi francesco piccari#6 - 7 (5 - 7) , 6 - 3 , 6 - 0
runner - up#2 july 2006#constanța , romania#clay#horia tecău#konstantinos economidis jean - julien rojer#6 - 7 (1 - 7) , 1 - 6
runner - up#5 november 2006#seoul , south korea#hard#danai udomchoke#alexander peya björn phau#4 - 6 , 2 - 6
winner#30 june 2007#almaty 2 , kazakhstan#clay#teodor - dacian crăciun#alexey kedryuk alexandre kudryavtsev#6 - 2 , 6 - 1
winner#9 september 2007#brașov , romania#clay#horia tecău#adrian cruciat marcel - ioan miron#5 - 7 , 6 - 3 ,
runner - up#30 september 2007#bucharest , romania#clay#horia tecău#marcel granollers santiago ventura#2 - 6 , 1 - 6
winner#2 march 2008#cherbourg , france#hard (i)#horia tecău#jean - claude scherrer márcio torres#7 - 5 , 7 - 5
runner - up#27 april 2008#cremona , italy#hard#horia tecău#eduardo schwank dušan vemić#3 - 6 , 2 - 6
winner#17 may 2008#marrakech , morocco#clay#frederico gil#james auckland jamie delgado#6 - 2 , 6 - 3
winner#29 june 2008#constanța , romania#clay#horia tecău#júlio silva simone vagnozzi#6 - 4 , 6 - 2
runner - up#3 august 2008#timișoara , romania#clay#adrian cruciat#daniel muñoz - de la nava rubén ramírez hidalgo#6 - 3 , 4 - 6 ,
runner - up#21 june 2009#constanța , romania#clay#adrian cruciat#adrián garcía david marrero#6 - 7 (5 - 7) , 2 - 6
winner#10 september 2011#brașov , romania#clay#victor anagnastopol#dušan lojda benoît paire#6 - 2 , 6 - 3
runner - up#21 april 2012#rome , italy#clay#andrei dăescu#dustin brown jonathan marray#4 - 6 , 6 - 7 (0 - 7)
runner - up#14 july 2012#timișoara , romania#clay#andrei dăescu#goran tošić denis zivkovic#2 - 6 , 5 - 7
winner#29 july 2012#oberstaufen , germany#clay#andrei dăescu#andrey kuznetsov jose rubin statham#7 - 6 (7 - 4) , 7 - 6 (7 - 1)
runner - up#18 august 2012#cordenons , italy#clay#philipp marx#lukáš dlouhý michal mertiňák#7 - 5 , 5 - 7 ,
winner#25 august 2012#segovia , spain#hard#stefano ianni#konstantin kravchuk frank moser#6 - 2 , 6 - 3
winner#1 september 2012#como , italy#clay#philipp marx#colin ebelthite jaroslav pospíšil#6 - 4 , 4 - 6 ,
winner#14 october 2012#rennes , france#hard#philipp marx#tomasz bednarek mateusz kowalczyk#6 - 3 , 6 - 2
runner - up#4 november 2012#geneva , switzerland#clay#philipp marx#johan brunström raven klaasen#6 - 7 (2 - 7) , 7 - 6 (7 - 5) ,
runner - up#11 november 2012#bratislava , slovakia#hard#philipp marx#lukáš dlouhý michail elgin#7 - 6 (7 - 5) , 2 - 6 ,
runner - up#3 march 2013#cherbourg , france#hard#philipp marx#sanchai ratiwatana sonchat ratiwatana#5 - 7 , 4 - 6
runner - up#24 march 2013#rimouski , canada#hard#philipp marx#samuel groth john - patrick smith#6 - 7 (5 - 7) , 6 - 7 (7 - 9)
runner - up#31 march 2013#le gosier , guadeloupe#hard#philipp marx#dudi sela jimmy wang#1 - 6 , 2 - 6
runner - up#11 may 2013#rome , italy#clay#philipp marx#andre begemann martin emmrich#6 - 7 (4 - 7) , 3 - 6
runner - up#10 august 2013#city of san marino , san marino#clay#daniele bracciali#nicholas monroe simon stadler#2 - 6 , 4 - 6
