no in series#no in season#title#directed by#written by#original air date
41#1#grampires (part 1)#neill fearnley#erik patterson & jessica scott#october 13 , 2012
42#2#grampires (part 2)#neill fearnley#erik patterson & jessica scott#october 13 , 2012
43#3#the cast#ken friss#craig s phillips & harold hayes jr#october 20 , 2012
44#4#the weeping woman#neill fearnley#harold hayes jr & craig s phillips#october 27 , 2012
45#5#intruders#ken friss#jack monaco#november 3 , 2012
47#7#red eye#ken friss#natalie lapointe & greg yolen#november 17 , 2012
48#8#my imaginary friend#james head#melody fox#november 24 , 2012
49#9#poof de fromage#ken friss#erik patterson & jessica scott#december 1 , 2012
50#10#the golem (part 1)#neill fearnley#jack monaco#december 8 , 2012
51#11#the golem (part 2)#neill fearnley#jack monaco#december 8 , 2012
52#12#the girl in the painting#ken friss#jack monaco#december 15 , 2012
53#13#checking out#james head#melody fox#january 19 , 2013
