date#opponent#score#loss#attendance#record
may 1#cardinals#6 - 1#mulder (2 - 1)#20900#18 - 8
may 2#cardinals#3 - 2#falkenborg (0 - 1)#25127#19 - 8
may 3#rockies#3 - 0#claussen (2 - 3)#18214#19 - 9
may 4#rockies#7 - 1#fogg (2 - 2)#18204#20 - 9
may 5#d - backs#7 - 1#ramírez (1 - 1)#21077#20 - 10
may 6#d - backs#3 - 1#arroyo (5 - 1)#27204#20 - 11
may 7#d - backs#9 - 8#hernández (5 - 4)#27727#21 - 11
may 9#nationals#7 - 1#claussen (2 - 4)#16716#21 - 12
may 10#nationals#9 - 6#stanton (1 - 4)#14180#22 - 12
may 11#nationals#5 - 4#eischen (0 - 1)#15771#23 - 12
may 12#phillies#8 - 4#ramírez (1 - 3)#21709#23 - 13
may 13#phillies#2 - 0#williams (2 - 3)#32620#23 - 14
may 14#phillies#2 - 1#hammond (0 - 1)#19673#23 - 15
may 16#pirates#9 - 3#harang (5 - 2)#14315#23 - 16
may 17#pirates#7 - 2#arroyo (5 - 2)#14897#23 - 17
may 18#pirates#9 - 8#capps (1 - 1)#18502#24 - 17
may 19#tigers#9 - 4#bonderman (4 - 3)#26933#25 - 17
may 20#tigers#7 - 6#weathers (1 - 2)#43128#25 - 18
may 21#tigers#1 - 0#harang (5 - 3)#31515#25 - 19
may 22#brewers#15 - 5#bush (3 - 5)#16567#26 - 19
may 23#brewers#7 - 3#eveland (0 - 1)#16528#27 - 19
may 24#brewers#6 - 2#claussen (3 - 5)#29065#27 - 20
may 26#d - backs#3 - 0#milton (2 - 2)#33751#27 - 21
may 27#d - backs#7 - 0#harang (5 - 4)#36884#27 - 22
may 28#d - backs#5 - 4#valverde (2 - 2)#27694#28 - 22
may 29#cubs#7 - 3#ramírez (2 - 4)#40072#28 - 23
may 30#cubs#8 - 3#claussen (3 - 6)#39000#28 - 24
may 31#cubs#3 - 2#zambrano (3 - 3)#39810#29 - 24
