place#player#country#score#to par
t1#bobby nichols#united states#70 + 72 + 70 = 212#- 1
t1#arnold palmer#united states#71 + 68 + 73 = 212#- 1
t3#phil rodgers#united states#74 + 70 + 69 = 213#e
t3#bob rosburg#united states#70 + 69 + 74 = 213#e
t5#jack nicklaus#united states#72 + 70 + 72 = 214#+ 1
t5#gary player#south africa#71 + 71 + 72 = 214#+ 1
6#gene littler#united states#69 + 74 + 72 = 215#+ 2
7#billy maxwell#united states#71 + 70 + 75 = 216#+ 3
8#art wall , jr#united states#73 + 72 + 72 = 217#+ 4
t9#gay brewer#united states#73 + 72 + 73 = 218#+ 5
t9#tommy jacobs#united states#74 + 71 + 73 = 218#+ 5
