date#visitor#score#home#record
february 3#ny islanders#7 - 2#new jersey#11 - 32 - 11
february 5#new jersey#4 - 5#washington#11 - 33 - 11
february 6#vancouver#4 - 4#new jersey#11 - 33 - 12
february 9#new jersey#4 - 5#chicago#11 - 34 - 12
february 12#new jersey#1 - 5#st louis#11 - 35 - 12
february 15#minnesota#3 - 2#new jersey#11 - 36 - 12
february 20#new jersey#0 - 3#philadelphia#11 - 37 - 12
february 21#buffalo#4 - 4#new jersey#11 - 37 - 13
february 24#detroit#1 - 4#new jersey#12 - 37 - 13
february 26#new jersey#4 - 5#pittsburgh#12 - 38 - 13
february 27#new jersey#2 - 6#buffalo#12 - 39 - 13
