game#date#visitor#score#home#decision#attendance#record#points
67#march 1#toronto#3 - 2#washington#toskala#18277#29 - 28 - 10#68
68#march 4#new jersey#4 - 1#toronto#toskala#19507#29 - 29 - 10#68
69#march 6#toronto#8 - 2#boston#toskala#15483#30 - 29 - 10#70
70#march 8#new jersey#2 - 1#toronto#toskala#19469#30 - 30 - 10#70
71#march 11#philadelphia#3 - 4#toronto#toskala#19507#31 - 30 - 10#72
72#march 12#toronto#3 - 2#philadelphia#toskala#19642#32 - 30 - 10#74
73#march 15#buffalo#6 - 2#toronto#toskala#19462#32 - 31 - 10#74
74#march 18#toronto#3 - 1#ny islanders#toskala#13134#33 - 31 - 10#76
75#march 21#toronto#4 - 1#buffalo#toskala#18690#34 - 31 - 10#78
76#march 22#toronto#5 - 4#ottawa#toskala#20183#35 - 31 - 10#80
77#march 25#boston#6 - 2#toronto#toskala#19562#35 - 32 - 10#80
78#march 27#toronto#2 - 4#boston#toskala#16659#35 - 33 - 10#80
79#march 29#montreal#2 - 4#toronto#toskala#19584#36 - 33 - 10#82
