date#opponent#score#loss#attendance#record
august 1#twins#4 - 3#timlin (4 - 4)#38751#56 - 47
august 2#devil rays#6 - 3 (10)#hendrickson (8 - 9)#21835#57 - 47
august 3#devil rays#5 - 2#bell (4 - 5)#20882#58 - 47
august 4#devil rays#5 - 4#arroyo (4 - 8)#18133#58 - 48
august 6#tigers#4 - 3#lowe (9 - 10)#40674#58 - 49
august 7#tigers#7 - 4#bonderman (6 - 9)#42607#59 - 49
august 8#tigers#11 - 9#robertson (9 - 7)#40098#60 - 49
august 9#devil rays#8 - 3#schilling (13 - 6)#35172#60 - 50
august 10#devil rays#8 - 4#sosa (3 - 1)#35191#61 - 50
august 11#devil rays#14 - 4#brazelton (4 - 4)#35091#62 - 50
august 12#devil rays#6 - 0#hendrickson (8 - 11)#34804#63 - 50
august 13#white sox#8 - 7#wakefield (8 - 7)#35028#63 - 51
august 14#white sox#4 - 3#adkins (2 - 3)#35012#64 - 51
august 15#white sox#5 - 4#arroyo (5 - 9)#34405#64 - 52
august 16#blue jays#8 - 4#miller (1 - 2)#35271#65 - 52
august 17#blue jays#5 - 4 (10)#frederick (0 - 2)#35105#66 - 52
august 18#blue jays#6 - 4#batista (9 - 9)#34867#67 - 52
august 20#white sox#10 - 1#buehrle (11 - 7)#38720#68 - 52
august 21#white sox#10 - 7#stewart (0 - 1)#37303#69 - 52
august 22#white sox#6 - 5#marte (4 - 5)#34355#70 - 52
august 23#blue jays#3 - 0#martã­nez (13 - 5)#27145#70 - 53
august 24#blue jays#5 - 4#batista (9 - 10)#22217#71 - 53
august 25#blue jays#11 - 5#towers (9 - 5)#22479#72 - 53
august 26#tigers#4 - 1#johnson (8 - 12)#35153#73 - 53
august 27#tigers#5 - 3#maroth (10 - 9)#35018#74 - 53
august 28#tigers#5 - 1#bonderman (7 - 11)#35032#75 - 53
august 29#tigers#6 - 1#ledezma (3 - 2)#34268#76 - 53
august 31#angels#10 - 7#lackey (11 - 11)#35040#77 - 53
