branding#callsign#ch#power (kw)#station type#coverage (transmitter site)
2nd avenue / rjtv 29 manila#dzrj - tv#tv - 29#30 kw (500 kw erp)#originating#metro manila
2nd avenue / rjtv 41 laoag#dwlq - tv#tv - 41#5 kw#relay#laoag
2nd avenue / rjtv 24 baguio#dwlj - tv#tv - 24#5 kw#relay#baguio
2nd avenue / rjtv 30 dagupan#dzfj - tv#tv - 26#5 kw#relay#dagupan
2nd avenue / rjtv 28 tuguegarao#dwrj - tv#tv - 28#5 kw#relay#tuguegarao
2nd avenue / rjtv 28 pampanga#dwre - tv#tv - 28#5 kw#planned#pampanga
2nd avenue / rjtv 42 naga#dzpa - tv#tv - 42#10 kw#relay#naga
2nd avenue / rjtv 45 legaspi#dzns - tv#tv - 45#5 kw#relay#legaspi
2nd avenue / rjtv 29 puerto princesa#dyfj - tv#tv - 29#5 kw#relay#puerto princesa
2nd avenue / rjtv 37 roxas#d - 37 - rj - tv#tv - 37#5 kw#planned#roxas
2nd avenue / rjtv 24 iloilo#dyrj - tv#tv - 24#10 kw#relay#iloilo
2nd avenue / rjtv 26 bacolod#dyfj - tv#tv - 26#5 kw#relay#bacolod
2nd avenue / rjtv 33 cebu#dynj - tv#tv - 33#5 kw#relay#cebu
2nd avenue / rjtv 28 tacloban#dylj - tv#tv - 28#5 kw#relay#tacloban
2nd avenue / rjtv 34 dumaguete#d - 34 - fj - tv#tv - 34#5 kw#planned#dumaguete
2nd avenue / rjtv 41 zamboanga#dxnj - tv#tv - 41#5 kw#relay#zamboanga
2nd avenue / rjtv 37 butuan#dxbi - tv#tv - 37#5 kw#relay#butuan
2nd avenue / rjtv 31 cagayan de oro#dxrj - tv#tv - 31#10 kw#relay#cagayan de oro
2nd avenue / rjtv 21 davao#dxdj - tv#tv - 21#10 kw#relay#davao
