week#date#opponent#result#attendance
1#september 9 , 1990#washington redskins#l 31 - 0#52649
2#september 16 , 1990#philadelphia eagles#w 23 - 21#64396
3#september 23 , 1990#new orleans saints#l 28 - 7#61110
4#september 30 , 1990#washington redskins#l 38 - 10#49303
6#october 14 , 1990#dallas cowboys#w 20 - 3#45235
7#october 21 , 1990#new york giants#l 20 - 19#76518
8#october 28 , 1990#chicago bears#l 31 - 21#71233
9#november 4 , 1990#miami dolphins#l 23 - 3#54294
10#november 11 , 1990#buffalo bills#l 45 - 14#74904
11#november 18 , 1990#green bay packers#l 24 - 21#46878
12#november 25 , 1990#new england patriots#w 34 - 14#30110
13#december 2 , 1990#indianapolis colts#w 20 - 17#31885
14#december 9 , 1990#atlanta falcons#w 24 - 13#36222
15#december 16 , 1990#dallas cowboys#l 41 - 10#60190
16#december 23 , 1990#new york giants#l 24 - 21#41212
17#december 29 , 1990#philadelphia eagles#l 23 - 21#31796
