race#circuit#date#pole position#fastest lap#winning driver#constructor#tyre#report
south african grand prix#kyalami#1 march#jack brabham#jackie stewart#jackie stewart#matra - ford#d#report
spanish grand prix#montjuïc#4 may#jochen rindt#jochen rindt#jackie stewart#matra - ford#d#report
monaco grand prix#monaco#18 may#jackie stewart#jackie stewart#graham hill#lotus - ford#f#report
dutch grand prix#zandvoort#21 june#jochen rindt#jackie stewart#jackie stewart#matra - ford#d#report
french grand prix#charade#6 july#jackie stewart#jackie stewart#jackie stewart#matra - ford#d#report
british grand prix#silverstone#19 july#jochen rindt#jackie stewart#jackie stewart#matra - ford#d#report
german grand prix#nürburgring#3 august#jacky ickx#jacky ickx#jacky ickx#brabham - ford#g#report
italian grand prix#monza#7 september#jochen rindt#jean - pierre beltoise#jackie stewart#matra - ford#d#report
canadian grand prix#mosport park#20 september#jacky ickx#jacky ickx jack brabham#jacky ickx#brabham - ford#g#report
united states grand prix#watkins glen#5 october#jochen rindt#jochen rindt#jochen rindt#lotus - ford#f#report
mexican grand prix#hermanos rodriguez#19 october#jack brabham#jacky ickx#denny hulme#mclaren - ford#g#report
