date#visitor#score#home#decision#attendance#record
november 1#atlanta#4 - 6#ottawa#emery#18538#10 - 1 - 0
november 3#boston#2 - 3#ottawa#gerber#19939#11 - 1 - 0
november 4#ottawa#2 - 1#boston#gerber#10087#12 - 1 - 0
november 6#toronto#1 - 5#ottawa#gerber#19613#13 - 1 - 0
november 8#washington#4 - 1#ottawa#emery#19666#13 - 2 - 0
november 10#montreal#1 - 3#ottawa#gerber#20065#14 - 2 - 0
november 15#buffalo#2 - 3#ottawa#gerber#19279#15 - 2 - 0
november 17#ottawa#0 - 3#toronto#gerber#19596#15 - 3 - 0
november 19#ottawa#4 - 2#montreal#gerber#21273#16 - 3 - 0
november 21#ottawa#2 - 4#buffalo#emery#18690#16 - 4 - 0
november 22#pittsburgh#6 - 5#ottawa#gerber#20061#16 - 4 - 1
november 24#philadelphia#4 - 3#ottawa#emery#20128#16 - 5 - 1
november 28#ottawa#2 - 3#ny islanders#emery#9211#16 - 5 - 2
november 29#nashville#6 - 5#ottawa#emery#19538#16 - 6 - 2
