place#player#country#score#to par#money
1#ralph guldahl#united states#71 + 69 + 72 + 69 = 281#+ 1#1000
2#sam snead#united states#69 + 73 + 70 + 71 = 283#+ 3#800
3#bobby cruickshank#scotland#73 + 73 + 67 + 72 = 285#+ 5#700
4#harry cooper#england united states#72 + 70 + 73 + 71 = 286#+ 6#600
5#ed dudley#united states#70 + 70 + 71 + 76 = 287#+ 7#450
6#al brosch#united states#74 + 73 + 68 + 73 = 288#+ 8#375
7#clarence clark#united states#72 + 75 + 73 + 69 = 289#+ 9#275
8#johnny goodman (a)#united states#70 + 73 + 72 + 75 = 290#+ 10#0
9#frank strafaci (a)#united states#70 + 72 + 77 + 72 = 291#+ 11#0
t10#charles kocsis (a)#united states#72 + 73 + 76 + 71 = 292#+ 12#0
t10#henry picard#united states#71 + 75 + 72 + 74 = 292#+ 12#175
t10#gene sarazen#united states#78 + 69 + 71 + 74 = 292#+ 12#175
t10#denny shute#united states#69 + 76 + 75 + 72 = 292#+ 12#175
