position#club#played#points#wins#draws#losses#goals for#goals against#goal difference
1#ud las palmas#30#39#16#7#7#58#33#+ 25
2#hércules cf#30#38#17#4#9#55#40#+ 15
3#cd málaga#30#38#16#6#8#60#31#+ 29
4#granada cf#30#36#17#2#11#63#36#+ 27
5#cd castellón#30#33#16#1#13#67#61#+ 6
6#cd tenerife#30#33#14#5#11#56#41#+ 15
7#atlético tetuán#30#33#15#3#12#61#46#+ 15
8#ud españa tánger#30#31#15#1#14#60#57#+ 3
9#cd badajoz#30#30#11#8#11#66#55#+ 11
10#balomp linense#30#30#13#3#14#46#59#- 13
11#jerez cd#30#29#12#5#13#50#54#- 4
12#real murcia#30#27#10#7#13#45#54#- 9
13#ud melilla#30#26#11#4#15#37#70#- 33
14#cd alcoyano#30#25#8#9#13#35#49#- 14
15#cd mestalla#30#23#10#3#17#48#58#- 10
16#rcd mallorca#30#9#3#3#24#40#103#- 63
