date#visitor#score#home#decision#attendance#record
march 2#florida#1 - 0#ny islanders#anderson#15314#29 - 31 - 8
march 4#florida#1 - 0#boston#anderson#16478#30 - 31 - 8
march 6#pittsburgh#2 - 5#florida#anderson#17012#31 - 31 - 8
march 8#atlanta#2 - 3#florida#vokoun#16614#32 - 31 - 8
march 12#ny islanders#2 - 4#florida#vokoun#15233#33 - 31 - 8
march 14#ny rangers#2 - 3#florida#vokoun#19321#34 - 31 - 8
march 16#atlanta#1 - 3#florida#vokoun#15704#35 - 31 - 8
march 20#carolina#2 - 1#florida#vokoun#18546#35 - 31 - 9
march 22#tampa bay#2 - 4#florida#vokoun#18502#36 - 31 - 9
march 25#florida#1 - 3#tampa bay#vokoun#16110#36 - 32 - 9
march 27#atlanta#3 - 2#florida#vokoun#17301#36 - 33 - 9
march 29#washington#3 - 2#florida#vokoun#17832#36 - 34 - 9
