season#round#country#opponent#result
1976 - 77#first round#italy#napoli#0 - 2 , 0 - 1
1978 - 79#first round#luxembourg#union luxembourg#4 - 1 , 0 - 1
1978 - 79#second round#italy#internazionale#0 - 5 , 1 - 2
1994 - 95#qualifying round#latvia#olimpija rīga#6 - 0 , 0 - 0
1994 - 95#first round#italy#sampdoria#3 - 2 , 0 - 2
1996 - 97#second qualifying round#israel#beitar jerusalem#2 - 1 , 5 - 1
1996 - 97#first round#turkey#trabzonspor#1 - 2 , 1 - 3
1999 - 2000#qualifying round#liechtenstein#vaduz#1 - 0 , 2 - 1
1999 - 2000#first round#germany#werder bremen#0 - 5 , 1 - 1
2004 - 05#second qualifying round#estonia#levadia tallinn#2 - 1 , 1 - 2 (8 - 7 p )
2004 - 05#first round#turkey#beşiktaş#1 - 1 , 0 - 1
