date#opponent#score#loss#record
september 1#orioles#5 - 3#palmer (3 - 4)#73 - 62
september 2#tigers#9 - 8 (10)#gott (7 - 13)#73 - 63
september 2#tigers#8 - 7#wilcox (8 - 9)#74 - 63
september 3#tigers#7 - 4#clancy (14 - 8)#74 - 64
september 4#tigers#6 - 3 (10)#lopez (9 - 8)#75 - 64
september 5#angels#7 - 0#zahn (8 - 11)#76 - 64
september 6#angels#6 - 4#curtis (1 - 2)#77 - 64
september 7#angels#9 - 6#geisel (0 - 2)#77 - 65
september 9#athletics#7 - 5#clancy (14 - 9)#77 - 66
september 10#athletics#7 - 5#underwood (8 - 7)#78 - 66
september 11#athletics#16 - 6#codiroli (12 - 11)#79 - 66
september 13#mariners#6 - 4#stoddard (8 - 15)#80 - 66
september 14#mariners#4 - 3#thomas (3 - 1)#81 - 66
september 15#twins#6 - 2#stieb (15 - 12)#81 - 67
september 16#twins#11 - 4#gott (9 - 14)#81 - 68
september 17#twins#13 - 3#pettibone (0 - 2)#82 - 68
september 19#mariners#9 - 6#geisel (0 - 3)#82 - 69
september 20#mariners#7 - 3#moore (5 - 8)#83 - 69
september 21#mariners#4 - 3#clark (7 - 9)#84 - 69
september 23#athletics#2 - 0#leal (13 - 11)#84 - 70
september 24#athletics#2 - 1 (10)#clancy (14 - 10)#84 - 71
september 25#athletics#8 - 6#atherton (2 - 5)#85 - 71
september 26#angels#3 - 2 (10)#lacey (0 - 2)#86 - 71
september 27#angels#7 - 1#leal (13 - 12)#86 - 72
september 28#angels#5 - 3#witt (7 - 14)#87 - 72
september 30#twins#8 - 0#viola (7 - 15)#88 - 72
