outcome#date#tournament#surface#opponent in the final#score in the final
winner#17 september 1989#geneva , switzerland#clay#guillermo pérez roldán#6 - 4 , 7 - 5
runner - up#6 april 1990#madrid , spain#clay#andres gomez#6 - 3 , 7 - 6
runner - up#27 may 1990#bologna , italy#clay#richard fromberg#4 - 6 , 6 - 4 , 7 - 6
winner#22 october 1990#lyon , france#carpet (i)#mats wilander#6 - 3 , 6 - 2
winner#3 august 1992#summer olympics , barcelona , spain#clay#jordi arrese#7 - 6 (7 - 2) , 6 - 4 , 3 - 6 , 4 - 6 , 8 - 6
winner#16 november 1992#moscow , russia#carpet (i)#carl uwe steeb#6 - 3 , 6 - 2
winner#8 february 1993#marseille , france#carpet (i)#jan siemerink#6 - 2 , 7 - 6 (7 - 1)
winner#30 august 1993#long island , usa#hard#michael chang#6 - 4 , 3 - 6 , 6 - 1
winner#15 november 1993#moscow , russia#carpet (i)#patrik kühnen#6 - 4 , 6 - 3
winner#7 february 1994#marseille , france#carpet (i)#arnaud boetsch#7 - 6 (8 - 6) , 7 - 6 (7 - 4)
runner - up#20 august 1994#new haven , united states#hard#boris becker#6 - 3 , 7 - 5
winner#24 october 1994#lyon , france#carpet (i)#jim courier#6 - 4 , 7 - 6 (7 - 2)
runner - up#6 november 1994#paris , france#carpet (i)#andre agassi#3 - 6 , 3 - 6 , 6 - 4 , 5 - 7
winner#24 april 1995#nice , france#clay#yevgeny kafelnikov#6 - 4 , 6 - 0
winner#26 june 1995#halle , germany#grass#michael stich#3 - 6 , 7 - 6 (13 - 11) , 7 - 6 (10 - 8)
runner - up#3 march 1996#milan , italy#carpet (i)#goran ivanišević#3 - 6 , 6 - 7 (7 - 3)
winner#24 february 1997#antwerp , belgium#hard (i)#tim henman#6 - 2 , 7 - 5 , 6 - 4
runner - up#14 september 1997#tashkent , uzbekistan#hard#tim henman#7 - 6 (7 - 2) , 6 - 4
runner - up#15 february 1998#st petersburg , russia#carpet (i)#richard krajicek#4 - 6 , 6 - 7 (5 - 7)
runner - up#22 february 1997#antwerp , belgium#hard#greg rusedski#6 - 7 (3 - 7) , 6 - 3 , 1 - 6 , 4 - 6
winner#15 february 1999#st petersburg , russia#carpet (i)#david prinosil#6 - 3 , 6 - 4
winner#14 february 2000#marseille , france#hard (i)#roger federer#2 - 6 , 6 - 3 , 7 - 6 (7 - 5)
winner#22 october 2000#london , uk#hard (i)#yevgeny kafelnikov#6 - 4 , 6 - 4
