name#deceased spouse#cause of death#date of spouses death#length of marriage#children together#current marital status
eddie albert#margo#brain cancer#july 17 , 1985 (aged68)#40 years#1 son ( edward )#deceased (2005)
dino andrade#mary kay bergman#suicide#november 11 , 1999 (aged38)#9 years#none#single
henny backus#jim backus#pneumonia#february 25 , 1913 (aged - 77)#46 years#none#deceased (2004)
bob barker#dorothy jo gideon#lung cancer#october 19 , 1981 (aged57)#36 years#none#single
majel barrett#gene roddenberry#heart failure#october 24 , 1991 (aged70)#22 years#1 son ( eugene jr )#deceased (2008)
doris belack#philip rose#complications from a stroke#may 31 , 2011 (aged89)#65 years#none#deceased (2011)
judith belushi#john belushi#speedball#march 5 , 1982 (aged33)#6 years#none#remarried (1990)
janet huntington brewster#edward r murrow#lung cancer#april 27 , 1965 (aged57)#30 years#1 son (charles)#deceased (1998)
dick cavett#carrie nye#lung cancer#july 14 , 2006 (aged69)#42 years#none#remarried (2010)
shera falk#peter falk#not released#june 23 , 2011 (aged83)#34 years#none#single
stella farentino#james farentino#sequelae of right hip fracture#january 24 , 2012 (aged73)#18 years#none#single
robert foxworth#elizabeth montgomery#colorectal cancer#may 18 , 1995 (aged62)#2 years#none#remarried (divorced)
arlene francis#martin gabel#heart attack#may 22 , 1986 (aged73)#40 years#1 son ( peter )#deceased (2001)
florence henderson#john kappas#cancer#september 26 , 2002 (aged77)#15 years#none#single
terri irwin#steve irwin#stingray#september 4 , 2006 (aged44)#14 years#1 daughter ( bindi ) 1 son (robert)#single
jack klugman#brett somers#stomach and colon cancer#september 15 , 2007 (aged83)#54 years#2 sons (adam , david)#remarried (2008)
dolly martin#dick martin#breathing complications#may 24 , 2008 (aged86)#4 years first time 30 years second time#none#single
audrey meadows#robert six#natural causes#october 6 , 1986 (aged79)#25 years#none#deceased (1996)
jayne meadows#steve allen#pericardial effusion#october 30 , 2000 (aged78)#46 years#1 son (bill)#single
ricardo montalbã¡n#georgiana belzer#undisclosed#november 13 , 2007 (aged83)#63 years#2 daughters (laura , anita) 2 sons (mark , victor)#deceased (2009)
gary morton#lucille ball#dissecting aortic aneurysm#april 26 , 1989 (aged77)#28 years#none#deceased (1999)
harriet nelson#ozzie nelson#liver cancer#june 3 , 1975 (aged69)#40 years#2 sons ( ricky , david )#deceased (1994)
judy pace#curt flood#pneumonia#january 20 , 1997 (aged59)#11 years#none#single
carl reiner#estelle reiner#natural causes#october 25 , 2008 (aged94)#65 years#1 daughter ( sylvia ) 2 sons ( rob , lucas)#single
william shatner#nerine kidd - shatner#accidental drowning#august 9 , 1999 (aged40) presumed#2 years#none#remarried (2001)
sidney sheldon#jorja curtright#heart attack#may 11 , 1985 (aged61)#30 years#1 daughter (mary)#deceased (2007)
candy spelling#aaron spelling#stroke#june 23 , 2006 (aged83)#38 years#1 daughter ( victoria ) 1 son ( randall )#single
russi taylor#wayne allwine#diabetes / heart attack#may 18 , 2009 (aged62)#18 years#none#single
marcia wallace#dennis hawley#pancreatic cancer#june 7 , 1992 (aged47)#6 years#1 son (michael adopted)#single
betty white#allen ludden#stomach cancer#june 9 , 1981 (aged63)#18 years#none#single
