date#opponent#score#loss#attendance#record
august 1#brewers#1 - 0#fogg (7 - 6)#22082#51 - 55
august 2#brewers#8 - 2#ohka (3 - 2)#24034#52 - 55
august 4#giants#5 - 2#morris (8 - 9)#38033#53 - 55
august 5#giants#2 - 1 (11)#hennessey (4 - 2)#39014#54 - 55
august 6#giants#6 - 2#cook (7 - 10)#39288#54 - 56
august 7#dodgers#7 - 2#fogg (7 - 7)#44593#54 - 57
august 8#dodgers#4 - 2#kim (7 - 7)#50210#54 - 58
august 9#dodgers#3 - 1#lowe (9 - 8)#46643#55 - 58
august 10#dodgers#4 - 3#mesa (0 - 5)#48699#55 - 59
august 11#cubs#10 - 2#hill (2 - 5)#35744#56 - 59
august 12#cubs#8 - 4#guzmán (0 - 3)#43485#57 - 59
august 13#cubs#8 - 7#corpas (0 - 1)#35408#57 - 60
august 14#diamondbacks#4 - 3#peña (3 - 2)#21365#58 - 60
august 15#diamondbacks#2 - 1 (18)#ramírez (3 - 3)#22076#58 - 61
august 16#diamondbacks#9 - 5#cook (8 - 11)#23415#58 - 62
august 17#diamondbacks#8 - 4#webb (13 - 5)#23390#59 - 62
august 18#mets#6 - 3#kim (7 - 8)#35325#59 - 63
august 19#mets#7 - 4#francis (9 - 10)#55085#59 - 64
august 20#mets#2 - 0#jennings (7 - 10)#40654#59 - 65
august 22#brewers#4 - 1#cook (8 - 12)#25158#59 - 66
august 23#brewers#7 - 1#kim (7 - 9)#35569#59 - 67
august 24#brewers#12 - 6#fogg (9 - 8)#35484#59 - 68
august 25#padres#13 - 5#thompson (3 - 5)#24182#60 - 68
august 26#padres#5 - 2#jennings (7 - 11)#29748#60 - 69
august 27#padres#6 - 3#peavy (7 - 13)#26308#61 - 69
august 29#mets#10 - 5#kim (7 - 10)#23454#61 - 70
august 30#mets#11 - 3#fogg (9 - 9)#22945#61 - 71
august 31#mets#8 - 4#pérez (2 - 11)#23273#62 - 71
