year#date#driver#manufacturer#laps#-#race time#average speed (mph)
1988#july 2#rob moroso#oldsmobile#200#107.6 (173.165)#1:36:04#66.971
1989#july 4#jimmy spencer#buick#200#107.6 (173.165)#1:25:01#75.938
1990#june 30#mark martin#ford#200#107.6 (173.165)#1:24:52#76.072
1991#june 22#chuck bown#pontiac#250#134.5 (216.456)#1:49:15#73.867
1992#june 20#jimmy spencer#oldsmobile#250#134.5 (216.456)#2:21:14#57.139
1993#june 12#jeff burton#ford#250#134.5 (216.456)#1:56:59#68.984
1994#june 11#elton sawyer#ford#250#134.5 (216.456)#2:01:18#66.529
1995#june 10#larry pearson#chevrolet#250#134.5 (216.456)#1:41:23#79.599
1996#june 22#david green#chevrolet#250#134.5 (216.456)#1:53:35#71.049
1997#july 12#elliott sadler#chevrolet#250#134.5 (216.456)#1:39:07#81.419
1998#july 11#randy lajoie#chevrolet#250#134.5 (216.456)#1:36:56#80.754
1999#july 17#jeff green#chevrolet#250#134.5 (216.456)#1:35:52#84.179
