place#player#country#score#to par#money
1#olin dutra#united states#76 + 74 + 71 + 72 = 293#+ 13#1000
2#gene sarazen#united states#73 + 72 + 73 + 76 = 294#+ 14#750
t3#harry cooper#england united states#76 + 74 + 74 + 71 = 295#+ 15#400
t3#wiffy cox#united states#71 + 75 + 74 + 75 = 295#+ 15#400
t3#bobby cruickshank#scotland#71 + 71 + 77 + 76 = 295#+ 15#400
t6#billy burke#united states#76 + 71 + 77 + 72 = 296#+ 16#300
t6#macdonald smith#scotland united states#75 + 73 + 78 + 70 = 296#+ 16#300
t8#tom creavy#united states#79 + 76 + 78 + 66 = 299#+ 19#116
t8#ralph guldahl#united states#78 + 73 + 70 + 78 = 299#+ 19#116
t8#jimmy hines#united states#80 + 70 + 77 + 72 = 299#+ 19#116
t8#johnny revolta#united states#76 + 73 + 77 + 73 = 299#+ 19#116
