position#club#played#points#wins#draws#losses#goals for#goals against#goal difference
1#ud las palmas#38#55 + 17#22#11#5#56#37#+ 19
2#cádiz cf#38#49 + 11#18#13#7#59#28#+ 31
3#celta de vigo#38#48 + 10#20#8#10#63#40#+ 23
4#ce sabadell fc#38#42 + 4#15#12#11#49#43#+ 6
5#castilla cf#38#40 + 2#14#12#12#49#48#+ 1
6#cd logroñés#38#40 + 2#18#4#16#51#46#+ 5
7#rcd mallorca#38#40 + 2#15#10#13#46#39#+ 7
8#cartagena fc#38#37 - 1#12#13#13#41#37#+ 4
9#barcelona atlètic#38#37 - 1#13#11#14#36#42#- 6
10#recreativo de huelva#38#36 - 2#11#14#13#34#42#- 8
11#cd tenerife#38#36 - 2#12#12#14#48#43#+ 5
12#cd castellón#38#36 - 2#14#8#16#51#51#0
13#deportivo de la coruña#38#36 - 2#13#10#15#52#60#- 8
14#atlético madrileño#38#35 - 3#12#11#15#37#45#- 8
15#bilbao athletic#38#34 - 4#12#10#16#44#52#- 8
16#real oviedo#38#34 - 4#9#16#13#44#45#- 1
17#ud salamanca#38#33 - 5#12#9#17#39#37#+ 2
18#granada cf#38#33 - 5#12#9#17#32#46#- 14
19#cd calvo sotelo#38#30 - 8#10#10#18#34#48#- 14
20#lorca deportiva#38#29 - 9#10#9#19#23#59#- 36
