date#opponent#score#loss#record
april 8#rangers#6 - 3#stieb (0 - 1)#0 - 1
april 9#rangers#3 - 1#correa (0 - 1)#1 - 1
april 10#rangers#11 - 10#harris (0 - 1)#2 - 1
april 11#royals#6 - 2#gubicza (0 - 1)#3 - 1
april 12#royals#1 - 0#acker (0 - 1)#3 - 2
april 13#royals#7 - 4#stieb (0 - 2)#3 - 3
april 14#orioles#2 - 1#alexander (1 - 1)#3 - 4
april 16#orioles#postponed (rain) rescheduled for april 17#postponed (rain) rescheduled for april 17#postponed (rain) rescheduled for april 17
april 17#orioles#5 - 3#key (0 - 1)#3 - 5
april 17#orioles#7 - 4#martinez (0 - 1)#4 - 5
april 18#royals#6 - 4#stieb (0 - 3)#4 - 6
april 19#royals#6 - 5#black (1 - 2)#5 - 6
april 20#royals#6 - 4#lamp (0 - 1)#5 - 7
april 21#rangers#7 - 6#harris (2 - 2)#6 - 7
april 22#rangers#10 - 1#clancy (1 - 1)#6 - 8
april 23#rangers#9 - 8#lamp (0 - 2)#6 - 9
april 25#orioles#2 - 1 (10)#aase (1 - 2)#7 - 9
april 26#orioles#11 - 5#henke (2 - 1)#7 - 10
april 27#orioles#8 - 0#dixon (2 - 1)#8 - 10
april 29#angels#4 - 3#eichhorn (2 - 1)#8 - 11
april 30#angels#6 - 4#moore (1 - 1)#9 - 11
