date#opponent#score#loss#attendance#record
july 1#athletics#2 - 1#stieb (10 - 5)#35243#39 - 41
july 2#athletics#11 - 3#flanagan (7 - 6)#33511#39 - 42
july 3#athletics#9 - 8 (16)#cerutti (4 - 5)#32329#39 - 43
july 4#angels#11 - 6#clancy (4 - 11)#30584#39 - 44
july 5#angels#4 - 1#witt (6 - 9)#32284#40 - 44
july 6#angels#5 - 4 (10)#wells (3 - 5)#31312#40 - 45
july 8#mariners#3 - 2#swift (6 - 6)#30247#41 - 45
july 9#mariners#9 - 3#stottlemyre (3 - 8)#31373#41 - 46
july 10#mariners#5 - 0#moore (4 - 9)#35323#42 - 46
july 14#athletics#7 - 1#welch (10 - 6)#20639#43 - 46
july 15#athletics#1 - 0#stewart (12 - 8)#26476#44 - 46
july 16#athletics#4 - 1#stieb (10 - 6)#33287#44 - 47
july 17#athletics#9 - 6#young (6 - 7)#31695#45 - 47
july 18#angels#12 - 2#finley (5 - 9)#24241#46 - 47
july 19#angels#7 - 6#harvey (4 - 3)#24131#47 - 47
july 20#angels#7 - 6#cerutti (4 - 6)#25598#47 - 48
july 21#mariners#6 - 2#stieb (10 - 7)#9024#47 - 49
july 22#mariners#10 - 9 (10)#henke (1 - 2)#10506#47 - 50
july 23#mariners#5 - 2#trout (4 - 6)#17979#48 - 50
july 24#mariners#6 - 0#langston (7 - 9)#10487#49 - 50
july 25#twins#5 - 4#henke (1 - 3)#31936#49 - 51
july 26#twins#6 - 3#ward (6 - 1)#42185#49 - 52
july 27#twins#4 - 1#viola (16 - 3)#51687#50 - 52
july 29#yankees#7 - 1#dotson (8 - 4)#42453#51 - 52
july 30#yankees#3 - 1#flanagan (10 - 7)#45457#51 - 53
july 31#yankees#6 - 3#key (6 - 2)#41401#51 - 54
