date#visitor#score#home#decision#attendance#record
march 1#ottawa#4 - 3#pittsburgh penguins#emery#14026#38 - 14 - 5
march 2#washington capitals#1 - 7#ottawa#emery#19346#39 - 14 - 5
march 4#ottawa#4 - 2#toronto maple leafs#emery#19486#40 - 14 - 5
march 6#ottawa#4 - 0#tampa bay lightning#emery#19855#41 - 14 - 5
march 8#ottawa#2 - 6#florida panthers#emery#15196#41 - 15 - 5
march 10#ottawa#3 - 1#atlanta thrashers#emery#15057#42 - 15 - 5
march 12#ottawa#5 - 2#washington capitals#emery#15740#43 - 15 - 5
march 14#tampa bay lightning#3 - 4#ottawa#emery#19810#44 - 15 - 5
march 16#ottawa#2 - 3#boston bruins#emery#15066#44 - 15 - 6
march 18#buffalo sabres#2 - 4#ottawa#emery#19947#45 - 15 - 6
march 19#ottawa#4 - 0#new jersey devils#emery#14681#46 - 15 - 6
march 21#pittsburgh penguins#2 - 5#ottawa#emery#19360#47 - 15 - 6
march 24#ottawa#3 - 1#buffalo sabres#emery#18690#48 - 15 - 6
march 25#ottawa#3 - 6#philadelphia flyers#emery#19869#48 - 16 - 6
march 28#new jersey devils#3 - 2#ottawa#emery#18668#48 - 16 - 7
march 30#new york rangers#1 - 4#ottawa#emery#18710#49 - 16 - 7
