episode number#episode#rating#share#rating / share (18 - 49)#viewers (millions)#rank (overall)
1#pilot / 102#4.7#7#2.1 / 7#7.68#66
2#103 / 104#3.5#6#1.8 / 6#6.06#115
3#105 / 106#3.4#6#1.6 / 6#5.54#132
4#107 / 108#3.3#5#1.5 / 5#5.24#141
5#109#3.0#4#1.3 / 4#4.69#190
6#110#2.5#4#1.2 / 4#4.08#267
7#111#2.6#5#1.1 / 4#3.97#289
8#112#2.7#5#1.3 / 5#4.56#199
9#113#2.4#5#tba#4.03#277
10#114#2.5#5#1.3 / 5#3.89#318
11#115#2.5#4#1.0 / 4#3.20#408
12#116#2.1#4#1.0 / 4#3.11#700
13#117#2.1#4#1.1 / 4#3.06#509
14#118#1.9#3#1.0 / 3#2.47#831
15#119#2.0#4#0.9 / 3#3.34#tba
