game#date#team#score#high points#high rebounds#high assists#location attendance#record
29#january 3#houston#w 100 - 86#michael jordan (38)#dennis rodman (15)#scottie pippen (9)#united center 23854#26 - 3
30#january 4#charlotte#w 117 - 93#michael jordan (27)#dennis rodman (11)#ron harper (7)#charlotte coliseum 24042#27 - 3
31#january 6#milwaukee#w 113 - 84#michael jordan (32)#dennis rodman (16)#scottie pippen (6)#united center 23801#28 - 3
32#january 10#seattle#w 113 - 87#michael jordan (35)#michael jordan (14)#michael jordan , luc longley , scottie pippen (5)#united center 23877#29 - 3
33#january 13#philadelphia#w 120 - 93#michael jordan (48)#dennis rodman (16)#scottie pippen (10)#the spectrum 18168#30 - 3
34#january 15#washington#w 116 - 109#michael jordan (46)#dennis rodman (15)#scottie pippen (6)#usair arena 18756#31 - 3
35#january 16#philadelphia#w 116 - 104#michael jordan (32)#dennis rodman (21)#dennis rodman (10)#united center 23587#32 - 3
36#january 18#toronto#w 92 - 89#michael jordan (38)#dennis rodman (13)#scottie pippen , dennis rodman (4)#skydome 36118#33 - 3
37#january 21#detroit#w 111 - 96#michael jordan (36)#dennis rodman (9)#scottie pippen (6)#the palace of auburn hills 21454#34 - 3
38#january 23#new york#w 99 - 79#michael jordan (33)#dennis rodman (13)#scottie pippen (6)#madison square garden 19763#35 - 3
39#january 24#vancouver#w 104 - 84#scottie pippen (30)#dennis rodman (16)#ron harper (7)#united center 23652#36 - 3
40#january 26#miami#w 102 - 80#michael jordan (25)#dennis rodman (16)#scottie pippen , dennis rodman (5)#united center 23814#37 - 3
41#january 28#phoenix#w 93 - 82#michael jordan (31)#dennis rodman (20)#michael jordan (6)#united center 23927#38 - 3
