outcome#date#surface#partner#opponents in the final#score in the final
winner#january 5 , 2003#hard#teryn ashley#cara black elena likhovtseva#6 - 2 , 2 - 6 , 6 - 0
winner#august 15 , 2004#hard#bethanie mattek#els callens anna - lena grönefeld#6 - 3 , 6 - 3
runner - up#february 19 , 2005#hard#laura granville#yuka yoshida miho saeki#3 - 6 , 4 - 6
winner#july 24 , 2005#hard#laura granville#květa peschke maría emilia salerni#3 - 6 , 6 - 2 , 6 - 4
winner#may 10 , 2009#clay#raquel kops - jones#sharon fichman katalin marosi#2 - 6 , 6 - 3 ,
runner - up#june 14 , 2009#grass#raquel kops - jones#cara black liezel huber#1 - 6 , 4 - 6
winner#september 27 , 2009#hard#chan yung - jan#carly gullickson nicole kriz#6 - 3 , 6 - 4
runner - up#october 18 , 2009#hard#chanelle scheepers#lisa raymond chuang chia - jung#2 - 6 , 4 - 6
runner - up#august 7 , 2011#hard#raquel kops - jones#květa peschke katarina srebotnik#0 - 6 , 2 - 6
winner#september 18 , 2011#hard#raquel kops - jones#jamie hampton anna tatishvili#6 - 0 , 3 - 6 ,
runner - up#january 7 , 2012#hard#raquel kops - jones#nuria llagostera vives arantxa parra santonja#6 - 7 (2 - 7) , 6 - 7 (2 - 7)
runner - up#february 19 , 2012#hard#raquel kops - jones#liezel huber lisa raymond#3 - 6 , 1 - 6
winner#july 23 , 2012#hard#raquel kops - jones#vania king nadia petrova#6 - 2 , 6 - 4
winner#september 23 , 2012#hard#raquel kops - jones#akgul amanmuradova vania king#2 - 6 , 6 - 2 ,
winner#september 29 , 2012#hard#raquel kops - jones#anna - lena grönefeld květa peschke#6 - 1 , 6 - 4
winner#october 14 , 2012#hard#raquel kops - jones#kimiko date - krumm heather watson#6 - 1 , 6 - 4
winner#july 29 , 2013#hard#raquel kops - jones#julia görges darija jurak#6 - 2 , 7 - 6 (7 - 4)
winner#august 5 , 2013#hard#raquel kops - jones#chan hao - ching janette husárová#6 - 4 , 6 - 1
runner - up#september 22 , 2013#hard#raquel kops - jones#chan chin - wei xu yifan#5 - 7 , 3 - 6
