district#incumbent#party#first elected#results#candidates
texas 1#max sandlin#democratic#1996#re - elected#max sandlin (d) 56% noble willingham (r) 44%
texas 2#jim turner#democratic#1996#re - elected#jim turner (d) 92%
texas 3#sam johnson#republican#1991#re - elected#sam johnson (r) 72% billy wayne zachary (d) 26%
texas 4#ralph hall#democratic#1980#re - elected#ralph hall (d) 61% jon newton (r) 38%
texas 6#joe barton#republican#1984#re - elected#joe barton (r) 89%
texas 7#bill archer#republican#1970#retired republican hold#john culberson (r) 74% jeff sell (d) 25%
texas 8#kevin brady#republican#1996#re - elected#kevin brady (r) 92%
texas 9#nick lampson#democratic#1996#re - elected#nick lampson (d) 60% paul williams (r) 40%
texas 10#lloyd doggett#democratic#1994#re - elected#lloyd doggett (d) 85%
texas 11#chet edwards#democratic#1990#re - elected#chet edwards (d) 55% ramsey farley (r) 45%
texas 12#kay granger#republican#1996#re - elected#kay granger (r) 63% mark greene (d) 36%
texas 13#mac thornberry#republican#1994#re - elected#mac thornberry (r) 68% curtis clinesmith (d) 32%
texas 14#ron paul#republican#1996#re - elected#ron paul (r) 60% loy sneary (d) 40%
texas 15#ruben hinojosa#democratic#1996#re - elected#ruben hinojosa (d) 89% frank jones (i) 11%
texas 16#silvestre reyes#democratic#1996#re - elected#silvestre reyes (d) 69% daniel power (r) 31%
texas 17#charles stenholm#democratic#1978#re - elected#charles stenholm (d) 60% darrell clements (r) 36%
texas 18#sheila jackson lee#democratic#1994#re - elected#sheila jackson lee (d) 77% bob levy (r) 23%
texas 19#larry combest#republican#1984#re - elected#larry combest (r) 92%
texas 20#charlie gonzalez#democratic#1998#re - elected#charlie gonzalez (d) 88% alejandro de pena (i) 12%
texas 21#lamar s smith#republican#1986#re - elected#lamar s smith (r) 61% joann matranga (d) 37%
texas 22#tom delay#republican#1984#re - elected#tom delay (r) 66% hill kemp (d) 34%
texas 23#henry bonilla#republican#1992#re - elected#henry bonilla (r) 60% isidro garza (d) 39%
texas 24#martin frost#democratic#1978#re - elected#martin frost (d) 62% bryndan wright (r) 37%
texas 25#ken bentsen#democratic#1994#re - elected#ken bentsen (d) 60% phil sudan (r) 39%
texas 26#dick armey#republican#1984#re - elected#dick armey (r) 73% steve love (d) 26%
texas 27#solomon ortiz#democratic#1982#re - elected#solomon ortiz (d) 64% pat ahumada (r) 34%
texas 28#ciro rodriguez#democratic#1997#re - elected#ciro rodriguez (d) 89% william stallknecht (i) 11%
texas 29#gene green#democratic#1992#re - elected#gene green (d) 74% joe vu (r) 26%
