player#no (s)#height in ft#position#years for rockets#school / club team / country
lampe , maciej maciej lampe#15#6 - 11#forward#2006#poland
landry , carl carl landry#14#6 - 9#forward#2007 - 10#purdue
langhi , dan dan langhi#14#6 - 11#forward#2000 - 02#vanderbilt
lantz , stu stu lantz#22#6 - 3#guard#1968 - 72#nebraska
leavell , allen allen leavell#30#6 - 2#guard#1979 - 89#oklahoma city
lee , courtney courtney lee#5#6 - 5#guard#2010 - 2012#western kentucky
livingston , randy randy livingston#3#6 - 5#guard#1996#louisiana state
lloyd , lewis lewis lloyd#32#6 - 6#forward#1983 - 87 , 1989 - 90#drake
lowry , kyle kyle lowry#7#6 - 0#guard#2009 - 2012#villanova
lucas , john john lucas#15#5 - 11#guard#2005 , 2006 - 07#oklahoma state
lucas sr , john john lucas sr#5 , 10 , 15#6 - 3#guard#1976 - 78 , 1984 - 86 , 1989 - 90#maryland
