round#overall#player#nationality#club team
1#2#alexei yashin#russia#hc dynamo moscow (russia)
2#25#chad penney#canada#north bay centennials (ohl)
3#50#patrick traverse#canada#shawinigan cataractes (qmjhl)
4#73#radek hamr#czechoslovakia#hc sparta praha (czech)
5#98#daniel guerard#canada#victoriaville tigres (qmjhl)
6#121#alan sinclair#united states#university of michigan (ncaa)
7#146#jaroslav miklenda#czechoslovakia#ds olomuc (czech)
8#169#jay kenney#united states#new milford canterbury school (us hs)
9#194#claude savoie#canada#victoriaville tigres (qmjhl)
10#217#jack grimes#canada#belleville bulls (ohl)
11#242#tomas jelinek#czechoslovakia#hpk (finland)
11#264#petter ronnquist#sweden#nacka hk (sweden)
