township#county#pop (2010)#land ( sqmi )#water (sqmi)#latitude#longitude#geo id#ansi code
dahlen#nelson#68#35.710#0.247#48.148601#- 97.957149#3806317660#01036580
dale#burke#27#35.469#0.609#48.852372#- 102.476504#3801317740#01759318
dalen#bottineau#114#42.825#1.011#48.940294#- 100.506570#3800917780#01759273
daneville#divide#34#50.602#1.307#48.764881#- 103.946884#3802317940#01036926
danton#richland#135#35.060#0.000#46.238611#- 97.072051#3807717980#01036835
darling springs#adams#22#31.078#0.000#46.243789#- 102.808942#3800118100#01037222
dash#towner#25#44.301#0.772#48.942696#- 99.077031#3809518140#01759651
davenport#cass#144#35.918#0.000#46.672909#- 97.115459#3801718220#01036353
dayton#nelson#70#34.510#0.345#47.796739#- 98.449698#3806318300#01036566
dazey#barnes#51#35.005#0.385#47.206290#- 98.140779#3800318380#01036438
de groat#ramsey#22#31.828#4.744#48.332637#- 98.994748#3807118740#01759570
de witt#divide#18#41.210#1.086#48.953531#- 103.787222#3802319500#01036934
dean#lamoure#224#34.347#0.432#46.318627#- 98.349838#3804518420#01036888
debing#mountrail#44#35.630#0.306#48.233288#- 102.623258#3806118460#01037100
deep river#mchenry#48#36.058#0.091#48.596558#- 100.852714#3804918540#01759487
deepwater#mclean#20#36.051#0.000#47.717336#- 101.936332#3805518580#01759531
deer lake#stutsman#29#34.447#1.431#47.043867#- 99.045496#3809318700#01036489
deering#mchenry#107#35.951#0.087#48.407676#- 100.983888#3804918660#02397790
delger#wells#26#35.769#0.214#47.551485#- 99.850952#3810318860#01759698
delhi#golden valley#29#35.854#0.048#47.015903#- 103.846476#3803318900#01759432
denbigh#mchenry#83#36.125#0.348#48.339749#- 100.540741#3804919020#01759488
denhoff#sheridan#31#34.184#1.891#47.465016#- 100.235313#3808319100#01037148
denmark#ward#91#33.734#2.172#48.763378#- 102.086513#3810119140#01759675
denver#sargent#57#34.869#0.570#46.232752#- 97.934403#3808119180#01036812
des lacs#ward#85#35.097#0.277#48.231518#- 101.608035#3810119340#01036949
devillo#richland#84#35.977#0.000#46.065783#- 96.700238#3807719380#01036818
dewey#walsh#38#35.609#0.455#48.420151#- 98.264085#3809919460#01036542
dexter#richland#67#35.009#0.823#46.144479#- 97.177094#3807719540#01036836
dimond#burke#17#32.826#2.876#48.698601#- 102.416307#3801319660#01759319
divide#dickey#79#35.125#0.232#46.235844#- 98.064163#3802119700#01036765
dodds#nelson#44#35.927#0.404#47.990879#- 98.322307#3806319780#01036573
dogden#mclean#46#35.346#0.406#47.803581#- 100.645185#3805519860#01759532
douglas#mclean#35#35.717#0.253#47.801739#- 101.546210#3805519980#01036982
dover#griggs#46#35.193#0.155#47.276868#- 98.393744#3803920060#01036637
dows#cass#43#36.011#0.000#47.195414#- 97.387703#3801720220#01036397
drayton#pembina#29#34.876#0.442#48.593176#- 97.222979#3806720380#01036710
dresden#cavalier#41#43.868#0.827#48.942364#- 98.529750#3801920460#01759355
driscoll#burleigh#166#35.925#0.125#46.847782#- 100.138636#3801520540#01037072
dry fork#williams#42#35.821#0.027#48.239948#- 102.891040#3810520580#01037107
dry lake#ramsey#44#29.885#6.157#48.233696#- 98.990322#3807120620#01759571
dublin#williams#15#35.775#0.241#48.413512#- 103.468389#3810520660#01037034
duck creek#adams#24#35.933#0.000#46.075393#- 102.559432#3800120700#01037208
duerr#richland#118#62.887#1.181#45.985537#- 97.125100#3807720740#01036816
dunbar#sargent#103#36.079#0.008#46.160117#- 97.560115#3808120820#01036803
dundee#walsh#90#35.984#0.000#48.499638#- 97.731470#3809920900#01036547
durbin#cass#83#35.071#0.052#46.843963#- 97.125564#3801721100#01036363
durham#stutsman#50#35.446#0.518#47.190025#- 98.647352#3809321140#01036499
dwight#richland#313#45.206#0.125#46.318783#- 96.699639#3807721260#01036838
