rank#player#goals#assists#points#years
rank#player#goals#assists#points#years
1#doug allison#63#32#158#1984 - 87
2#chris faklaris#55#14#124#1991 - 94
3#clint mathis#53#15#121#1994 - 97
4#clark brisson#36#26#98#1987 - 90
5#dan ratcliff#37#20#94#1983 - 86
6#jordan quinn#37#13#87#1999 - 02
7#andrew coggins#33#15#81#1988 - 91
8#brian winstead#33#14#80#1978 - 79
9#billy baumhoff#22#34#78#1991 - 94
9#rob smith#19#40#78#1991 - 94
11#john harr#28#20#76#1997 - 99
12#arni arnthorsson#22#25#69#1984 - 87
13#dave goodchild#28#12#68#1979 - 82
14#rubãn tufiã±o#18#30#66#1989 - 92
15#joey worthen#25#15#65#1998 - 01
